imb_id;imb_longitude;imb_latitude;imb_code;imb_code_insee;imb_nbr_logloc;imb_source;imb_type;addr_code;imb_num;addr_numero;addr_rep;addr_nom_voie;addr_nom_ld;addr_code_insee;addr_nom_commune;addr_id_fantoir;addr_source
6931158;637600.1715971489;5649182.061145113;IMB/38185/C/02WI;38185;2;fo;pav;38185_1520_00015;;15;;Rue des Charmilles;NA;38185;Grenoble;38185_1520;ban
7863814;637465.7972464669;5649238.293329848;ID-38185000006M;38185;8;fo;imm;38185_1520_00021;;21;;Rue des Charmilles;NA;38185;Grenoble;38185_1520;ban
8215175;637528.2058891143;5649254.853379257;IMB/38185/S/02ZU;38185;1;fo;pav;38185_1520_00022;;22;;Rue des Charmilles;NA;38185;Grenoble;38185_1520;ban
8481586;637526.8676279725;5649216.400541298;ID-3818500000AH;38185;8;fo;imm;38185_1520_00019;;19;;Rue des Charmilles;NA;38185;Grenoble;38185_1520;ban
572931;636307.3734551867;5650224.392571168;ID-3818500000DH;38185;17;fo;imm;38185_1530_00006;;6;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
1020400;636051.2920246909;5650339.620080785;IMB/38185/C/01CD;38185;24;fo;imm;38185_1530_00018;central park ii;18;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
1121257;635880.209949624;5650283.012118094;IMB/38185/S/049V;38185;1;fo;pav;38185_1530_00039;;39;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
1637607;635866.188940969;5650286.455125065;IMB/38185/C/049W;38185;4;fo;imm;38185_1530_00041;;41;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
2047340;636342.8311826703;5650197.641741833;IMB/38185/C/0497;38185;12;fo;imm;38185_1530_00001;;1;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
2353524;635864.9325461879;5650323.479554063;IMB/38185/S/049Q;38185;2;fo;pav;38185_1530_00028;;28;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
3449929;636077.1616803943;5650256.099962275;ID-3818500000ET;38185;36;fo;imm;38185_1530_00019;;19;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
3639729;636106.6912641969;5650243.385008935;IMB/38185/C/049J;38185;18;fo;imm;38185_1530_00017;;17;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
3906848;636148.4043331114;5650224.515326144;IMB/38185/C/04A1;38185;14;fo;imm;38185_1530_00015_bis;;15;bis;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
4106650;635855.0971028728;5650325.326899432;IMB/38185/S/049S;38185;1;fo;pav;38185_1530_00030;;30;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
4153237;635816.9835614322;5650295.692690376;IMB/38185/C/049Z;38185;10;fo;imm;38185_1530_00047;;47;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
4170144;636056.7202915755;5650259.650931862;ID-38185000006D;38185;22;fo;imm;38185_1530_00021;;21;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
4204787;636001.7864960296;5650309.056279497;IMB/38185/C/01CG;38185;33;fo;imm;38185_1530_00020;central park ii;20;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
4462228;635985.5755133814;5650261.407694286;IMB/38185/C/049R;38185;13;fo;imm;38185_1530_00029;;29;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
4668184;635842.0526798477;5650318.775909849;IMB/38185/C/049T;38185;4;fo;imm;38185_1530_00032;;32;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
4668491;636021.8202761218;5650346.584436866;IMB/38185/C/01CE;38185;25;fo;imm;38185_1530_00018_bis;central park ii;18;bis;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
5030237;636321.7935452268;5650202.8217618335;IMB/38185/C/0499;38185;2;fo;pav;38185_1530_00003;;3;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
5648091;636075.915673378;5650285.952568712;IMB/38185/C/01C7;38185;25;fo;imm;38185_1530_00016;central park ii;16;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
7441607;636178.0092144927;5650287.225007552;IMB/38185/C/049G;38185;25;fo;imm;38185_1530_00012;;12;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
7546778;635850.5639229789;5650285.713179005;IMB/38185/S/049X;38185;2;fo;pav;38185_1530_00043;;43;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
7852660;635838.1332127223;5650293.355776163;IMB/38185/C/049Y;38185;3;fo;imm;38185_1530_00045;;45;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
8367335;636137.4745512706;5650300.348469233;IMB/38185/C/049I;38185;24;fo;imm;38185_1530_00014;;14;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
8532276;636280.8693606259;5650240.134096109;IMB/38185/C/049D;38185;58;fo;imm;38185_1530_00008;;8;;Rue Charrel;NA;38185;Grenoble;38185_1530;ban
97177;638400.4338383229;5653085.318190515;IMB/38185/S/06A3;38185;1;fo;pav;38185_1540_00001;;1;;Rue Charreton;NA;38185;Grenoble;38185_1540;ban
2506823;638543.6146844752;5653052.071556595;IMB/38185/C/06A8;38185;10;fo;imm;38185_1540_00011;;11;;Rue Charreton;NA;38185;Grenoble;38185_1540;ban
2712552;638470.9489051232;5653076.575240195;IMB/38185/S/06A6;38185;25;fo;imm;38185_1540_00007;;7;;Rue Charreton;NA;38185;Grenoble;38185_1540;ban
3433642;638526.86988502;5653058.489690613;IMB/38185/C/06A7;38185;11;fo;imm;38185_1540_00009;;9;;Rue Charreton;NA;38185;Grenoble;38185_1540;ban
3536512;638469.1670126483;5653068.111298599;IMB/38185/C/06A5;38185;0;fo;imm;38185_1540_00005;;5;;Rue Charreton;NA;38185;Grenoble;38185_1540;ban
7664088;638494.0832756301;5653048.969000083;ID-38185000007P;38185;12;fo;imm;38185_1540_00007_bis;;7;bis;Rue Charreton;NA;38185;Grenoble;38185_1540;ban
8470512;638438.3344172324;5653076.5563526815;IMB/38185/C/06A4;38185;8;fo;imm;38185_1540_00003;;3;;Rue Charreton;NA;38185;Grenoble;38185_1540;ban
146361;636777.9514411435;5649042.750876548;IMB/38185/S/079B;38185;1;fo;pav;38185_1550_00015;;15;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
524583;636764.5924708681;5648929.582437969;IMB/38185/C/079I;38185;19;fo;imm;38185_1550_00022;;22;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
1788114;636764.9488727241;5649103.02524919;IMB/38185/S/0794;38185;1;fo;pav;38185_1550_00007;;7;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
1891504;636790.0158891272;5649026.5844064085;IMB/38185/C/079D;38185;1;fo;pav;38185_1550_00017;;17;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
2919893;636735.8187078425;5649051.67687583;IMB/38185/S/0798;38185;1;fo;pav;38185_1550_00012;;12;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
2920421;636796.42799188;5648977.962611789;IMB/38185/S/079J;38185;1;fo;pav;38185_1550_00023;;23;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
3794580;636771.6130566368;5649060.085156023;IMB/38185/S/0799;38185;1;fo;pav;38185_1550_00013;;13;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
4155101;636727.2636596524;5649083.329061348;IMB/38185/S/0795;38185;1;fo;pav;38185_1550_00008;;8;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
4617655;636740.6925723836;5649032.984804833;IMB/38185/S/079A;38185;1;fo;pav;38185_1550_00014;;14;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
5029547;636808.9927287775;5648940.452863695;IMB/38185/S/07IR;38185;1;fo;imm;38185_1550_00027;;27;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
5286060;636757.3205654527;5649123.263889715;IMB/38185/C/0790;38185;1;fo;pav;38185_1550_00003;;3;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
5593971;636764.3479761401;5649088.833163175;IMB/38185/S/01JP;38185;1;fo;pav;38185_1550_00009;;9;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
5799007;636722.3409373686;5649100.600208375;IMB/38185/C/0793;38185;1;fo;pav;38185_1550_00006;;6;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
5901378;636721.2882799886;5649109.172863379;IMB/38185/S/0791;38185;1;fo;pav;38185_1550_00004;;4;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
7855166;636733.728079686;5649068.83582325;IMB/38185/S/0796;38185;2;fo;pav;38185_1550_00010;;10;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
8368296;636757.3904438578;5648959.750526529;IMB/38185/S/079G;38185;1;fo;pav;38185_1550_00020;;20;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
8472838;636718.8203147948;5649117.8229115745;IMB/38185/S/078Z;38185;1;fo;pav;38185_1550_00002;;2;;Rue Chateaubriand;NA;38185;Grenoble;38185_1550;ban
278730;637915.3565974765;5652026.772792366;IMB/38185/C/015M;38185;8;fo;imm;38185_1580_00015;;15;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
934774;638037.7825011393;5652005.81445358;IMB/38185/S/015C;38185;1;fo;pav;38185_1580_00004;;4;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
1017971;637890.0100251643;5652063.417232466;IMB/38185/C/015T;38185;22;fo;imm;38185_1580_00022;;22;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
1068687;637995.5183149648;5652044.6262881635;IMB/38185/C/015H;38185;15;fo;imm;38185_1580_00010;;10;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
1243209;638024.1940439688;5651986.489829441;IMB/38185/C/015A;38185;0;fo;imm;38185_1580_00001;;1;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
1312005;638013.0531714634;5651991.245813414;IMB/38185/X/03KS;38185;8;fo;imm;38185_1580_00001;2;1;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
1613977;637936.7555005038;5652062.8194434745;IMB/38185/C/015N;38185;8;fo;imm;38185_1580_00016;;16;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
1961689;637863.2474882159;5652034.715232371;IMB/38185/C/015S;38185;8;fo;imm;38185_1580_00021;;21;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
5543506;637976.8885265512;5652007.032068697;IMB/38185/X/02PY;38185;12;fo;imm;38185_1580_00007;;7;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
6209282;638012.0092944148;5652032.5401449455;IMB/38185/C/015F;38185;17;fo;imm;38185_1580_00008;;8;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
6240670;637927.7176712996;5652050.409836556;IMB/38185/C/015P;38185;11;fo;imm;38185_1580_00018;;18;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
6343222;637913.694652452;5652053.8568065185;IMB/38185/C/015R;38185;13;fo;imm;38185_1580_00020;;20;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
7497608;638003.4544260408;5651998.766142483;IMB/38185/C/015B;38185;5;fo;imm;38185_1580_00003;;3;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
7987459;637876.962009759;5652056.882205753;IMB/38185/C/015U;38185;7;fo;imm;38185_1580_00024;;24;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
8520910;637947.777164432;5652022.516433915;IMB/38185/S/015V;38185;0;fo;imm;38185_1580_00009;;9;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
8520916;637956.3873627101;5652024.992755598;IMB/38185/C/015G;38185;28;fo;imm;38185_1580_00009;(9b)chenoise gr 4006;9;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
8575439;637976.005705239;5652052.590440421;IMB/38185/C/015L;38185;18;fo;imm;38185_1580_00014;chenoise grp 4006;14;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
9114141;637882.8723370314;5652029.59382479;IMB/38185/C/015Q;38185;22;fo;imm;38185_1580_00019;;19;;Rue Chenoise;NA;38185;Grenoble;38185_1580;ban
812479;637343.0782101718;5646959.7608036725;IMB/38185/C/01OH;38185;8;fo;imm;38185_1600_00028;;28;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
1124305;637347.9537669502;5647105.969198281;IMB/38185/C/01NZ;38185;8;fo;imm;38185_1600_00005;;5;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
1130055;637355.6420263663;5647087.15484792;IMB/38185/C/01O0;38185;8;fo;imm;38185_1600_00007;;7;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
1648963;637287.2144221177;5647077.32117618;IMB/38185/C/01O9;38185;10;fo;imm;38185_1600_00016;;16;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
2403831;637337.7404720017;5646934.414217237;IMB/38185/C/01OI;38185;8;fo;imm;38185_1600_00030;;30;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
2403832;637290.854499673;5647030.256394689;IMB/38185/C/01OC;38185;10;fo;imm;38185_1600_00020;;20;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
3052099;637402.7793850178;5647129.189126482;IMB/38185/C/079L;38185;6;fo;imm;38185_1600_00003;ec. christophe turc;3;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
3845737;637291.4166753767;5647010.337834018;IMB/38185/C/01OE;38185;10;fo;imm;38185_1600_00022;;22;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
4463658;637313.0112476565;5647150.121855762;IMB/38185/C/01O1;38185;10;fo;imm;38185_1600_00008;;8;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
4975726;637376.1279186241;5647036.519317353;IMB/38185/C/01O4;38185;10;fo;imm;38185_1600_00011;;11;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
5441921;637289.1290271014;5647055.919056458;IMB/38185/C/01OB;38185;10;fo;imm;38185_1600_00018;;18;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
6367014;637313.6453092726;5647098.922074828;IMB/38185/C/01O5;38185;7;fo;imm;38185_1600_00012;;12;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
7955423;637381.0623683451;5647019.251327615;IMB/38185/C/01O6;38185;10;fo;imm;38185_1600_00013;;13;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
8010667;637339.829419398;5646917.259250723;IMB/38185/C/01OJ;38185;12;fo;imm;38185_1600_00032;;32;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
8938361;637291.9153188313;5646988.984920285;IMB/38185/C/01OF;38185;15;fo;imm;38185_1600_00024;;24;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
9036166;637357.1297522923;5647055.824993253;IMB/38185/C/01O2;38185;11;fo;imm;38185_1600_00009;;9;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
9088069;637381.6329703224;5646966.632109831;IMB/38185/C/01OA;38185;10;fo;imm;38185_1600_00017;;17;;Rue Christophe Turc;NA;38185;Grenoble;38185_1600;ban
96599;636225.5643053671;5652124.028587778;IMB/38185/C/0095;38185;1;fo;pav;38185_1607_00053;;53;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
97449;636370.0662965392;5651989.786449003;IMB/38185/C/008Z;38185;16;fo;imm;38185_1607_00031;;31;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
505078;636267.5362665291;5652078.1193911;IMB/38185/S/0093;38185;4;fo;pav;38185_1607_00045;;45;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
708706;636647.8064311477;5651855.479381997;IMB/38185/C/008U;38185;13;fo;imm;38185_1607_00009;;9;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
1118989;636577.0616462723;5651858.522065274;IMB/38185/X/03TZ;38185;9;fo;imm;38185_1607_00015;1;15;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
1787344;636229.4491043946;5652082.607811536;IMB/38185/C/0094;38185;2;fo;pav;38185_1607_00047;;47;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
2674975;636528.2113012093;5651876.27740065;IMB/38185/S/02XM;38185;1;fo;pav;38185_1607_00017;;17;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
3793243;636276.6606592874;5652026.527222;IMB/38185/C/0091;38185;35;fo;imm;38185_1607_00037;3 roses - montee b;37;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
4153514;636414.9323010911;5651945.17195348;IMB/38185/C/008Y;38185;42;fo;imm;38185_1607_00029;;29;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
4873096;636664.5991209327;5651850.487171677;IMB/38185/C/008T;38185;20;fo;imm;38185_1607_00003;;3;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
5902882;636205.1846213012;5652144.813244369;IMB/38185/S/0096;38185;1;fo;pav;38185_1607_00055;;55;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
6470402;636275.6573938214;5652069.243009957;IMB/38185/C/0092;38185;9;fo;imm;38185_1607_00043;;43;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
6984917;636624.4325949601;5651839.408700079;IMB/38185/S/008V;38185;13;fo;imm;38185_1607_00011;;11;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
7615907;636348.0334709611;5652004.949770974;IMB/38185/C/0090;38185;9;fo;imm;38185_1607_00035;;35;;Quai Claude Bernard;NA;38185;Grenoble;38185_1607;ban
3999097;637836.3441892335;5652134.020001436;IMB/38185/C/015W;38185;12;fo;imm;38185_1610_00001;;1;;Quai Claude Brosse;NA;38185;Grenoble;38185_1610;ban
452785;636426.8706188077;5649876.915744435;IMB/38185/C/04A7;38185;60;fo;imm;38185_1620_00004;;4;;Rue Claude Debussy;NA;38185;Grenoble;38185_1620;ban
3692569;636545.5982526272;5649803.536752451;IMB/38185/S/04A4;38185;3;fo;imm;38185_1620_00003;;3;;Rue Claude Debussy;NA;38185;Grenoble;38185_1620;ban
6481579;636534.4977529846;5649875.1043305565;IMB/38185/C/04A5;38185;88;fo;imm;38185_1620_00001;;1;;Rue Claude Debussy;NA;38185;Grenoble;38185_1620;ban
6483809;636481.1729871423;5649887.3617561795;IMB/38185/C/04A6;38185;84;fo;imm;38185_1620_00002;;2;;Rue Claude Debussy;NA;38185;Grenoble;38185_1620;ban
1376815;639216.8892228388;5650095.86672455;IMB/38185/C/06B7;38185;8;fo;imm;38185_1630_00062;;62;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
1480607;639445.4338618938;5650104.402595839;IMB/38185/S/06AU;38185;1;fo;pav;38185_1630_00041;;41;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
3026205;639566.5225781925;5650249.866528367;IMB/38185/C/02A9;38185;23;fo;imm;38185_1630_00024_b;;24;b;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
3125402;639457.5422510869;5650155.076170615;IMB/38185/S/06AQ;38185;1;fo;pav;38185_1630_00036;;36;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
3743257;639311.7253470079;5650093.158026394;IMB/38185/S/06AZ;38185;1;fo;pav;38185_1630_00052;;52;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
4001709;639660.0718638843;5650217.360605501;IMB/38185/X/039O;38185;1;fo;pav;38185_1630_00011;;11;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
4567421;639759.6502230887;5650258.520539133;IMB/38185/S/06AF;38185;2;fo;pav;38185_1630_00007;;7;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
4581990;639196.631717804;5650017.446661954;ID-381850000074;38185;17;fo;imm;38185_1630_00066;;66;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
4975448;639685.8974685268;5650290.180047191;IMB/38185/C/06AH;38185;31;fo;imm;38185_1630_00012;;12;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
5386281;639287.3193288507;5650020.275501747;IMB/38185/C/06B2;38185;14;fo;imm;38185_1630_00055;;55;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
5561284;639309.1500044611;5650033.543848228;IMB/38185/C/06B0;38185;14;fo;imm;38185_1630_00053;le tourville;53;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
5697390;639305.4565663331;5650079.218932862;IMB/38185/S/06B1;38185;1;fo;pav;38185_1630_00054;;54;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
6209576;639448.8066349882;5650149.760483204;IMB/38185/C/06AR;38185;9;fo;imm;38185_1630_00038;;38;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
6311350;639236.3210896121;5650053.783546737;IMB/38185/C/06B6;38185;8;fo;imm;38185_1630_00060;;60;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
6470415;639593.0337806436;5650174.765328421;IMB/38185/C/06AN;38185;14;fo;imm;38185_1630_00027;;27;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
6930428;639798.333567166;5650268.211436808;IMB/38185/S/06AA;38185;1;fo;pav;38185_1630_00001;;1;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
6980661;639430.7956020173;5650093.672435926;IMB/38185/C/06AW;38185;30;fo;imm;38185_1630_00043;;43;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
7925544;639167.2635405097;5650029.767857924;IMB/38185/S/06B9;38185;1;fo;pav;38185_1630_00068;;68;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
7993507;639418.0632410545;5650159.640608503;IMB/38185/C/06AT;38185;12;fo;imm;38185_1630_00040;;40;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
8009614;639498.1355058098;5650110.645982694;IMB/38185/S/06AP;38185;1;fo;pav;38185_1630_00035;;35;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
8160744;639732.8867613471;5650295.2413920015;IMB/38185/C/06AE;38185;33;fo;imm;38185_1630_00006;a;6;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
8732014;639568.6718975808;5650234.1395282075;IMB/38185/C/06AK;38185;0;fo;imm;38185_1630_00022;;22;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
9088371;639719.0580262364;5650237.541314789;IMB/38185/S/06AG;38185;2;fo;imm;38185_1630_00009;l ilot vert;9;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
9143957;639361.1148296149;5650120.875235994;IMB/38185/S/06AX;38185;2;fo;pav;38185_1630_00044;;44;;Rue Claude Genin;NA;38185;Grenoble;38185_1630;ban
5791;637071.0283086331;5647288.537703007;IMB/38185/C/01P2;38185;11;fo;imm;38185_1635_00022;;22;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
508287;637221.20232112;5647189.629857352;IMB/38185/C/01OQ;38185;8;fo;imm;38185_1635_00007;;7;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
760924;637294.5423199019;5647214.897871576;IMB/38185/C/01OK;38185;9;fo;imm;38185_1635_00001;;1;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
813418;637221.7646642958;5647169.710943561;IMB/38185/C/01OS;38185;13;fo;imm;38185_1635_00009;;9;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
1961407;637065.9910489265;5647270.263271928;IMB/38185/C/01P0;38185;13;fo;imm;38185_1635_00020;;20;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
1993052;637288.9965148759;5647250.664528157;IMB/38185/C/01ON;38185;8;fo;imm;38185_1635_00004;;4;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
3123798;637165.3017063178;5647207.6956162015;IMB/38185/C/01OX;38185;7;fo;imm;38185_1635_00017;;17;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
3329934;637038.6872302943;5647294.194583569;IMB/38185/C/01P4;38185;8;fo;imm;38185_1635_00024;;24;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
4771547;636970.7994034288;5647132.227201839;IMB/38185/C/01PC;38185;76;fo;imm;38185_1635_00035;;35;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
4976232;636995.9478068012;5647288.931375625;IMB/38185/C/01P8;38185;14;fo;imm;38185_1635_00028;;28;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
6569387;637312.9210565091;5647246.791833429;IMB/38185/C/01OL;38185;6;fo;imm;38185_1635_00002;;2;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
7646827;637065.3571744936;5647156.577828205;IMB/38185/C/01P9;38185;9;fo;imm;38185_1635_00029;;29;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
8058731;636908.1877752205;5647191.801495803;IMB/38185/C/01PD;38185;77;fo;imm;38185_1635_00037;;37;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
8121892;637262.3181684195;5647256.083401334;IMB/38185/C/01OP;38185;11;fo;imm;38185_1635_00006;;6;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
8367507;637166.426156309;5647167.843552291;IMB/38185/C/01OV;38185;13;fo;imm;38185_1635_00015;;15;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
9088427;637038.1266120283;5647149.227706533;IMB/38185/C/01PA;38185;15;fo;imm;38185_1635_00031;;31;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
9090681;637013.1584338481;5647293.883241077;IMB/38185/C/01P6;38185;11;fo;imm;38185_1635_00026;;26;;Rue Claude Kogan;NA;38185;Grenoble;38185_1635;ban
4732447;635430.3169347026;5648048.802000074;IMB/38185/S/04A8;38185;1;fo;pav;38185_1640_00001;;1;;Rue Claude Lorrain;NA;38185;Grenoble;38185_1640;ban
1068563;637785.2888085049;5651902.972915223;IMB/38185/C/015Z;38185;11;fo;imm;38185_1650_00003;;3;;Place Claveyson;NA;38185;Grenoble;38185_1650;ban
5413215;637795.9809834822;5651921.003489633;IMB/38185/C/015X;38185;8;fo;imm;38185_1650_00001;;1;;Place Claveyson;NA;38185;Grenoble;38185_1650;ban
7855094;637750.890919961;5651927.221557056;IMB/38185/C/0162;38185;11;fo;imm;38185_1650_00006;;6;;Place Claveyson;NA;38185;Grenoble;38185_1650;ban
103832;638581.5092226586;5650315.447391193;IMB/38185/C/05TK;38185;10;fo;imm;38185_1660_00059;;59;;Boulevard Clemenceau;NA;38185;Grenoble;38185_1660;ban
144221;638981.9930559971;5650531.2682650555;IMB/38185/C/05T9;38185;10;fo;imm;38185_1660_00035;;35;;Boulevard Clemenceau;NA;38185;Grenoble;38185_1660;ban
146680;638728.118216905;5650395.82121447;IMB/38185/C/05TG;38185;10;fo;imm;38185_1660_00051;;51;;Boulevard Clemenceau;NA;38185;Grenoble;38185_1660;ban
196768;638527.4308721008;5650376.094929925;IMB/38185/X/030B;38185;1;fo;imm;38185_1660_00042;;42;;Boulevard Clemenceau;NA;38185;Grenoble;38185_1660;ban
611294;638553.8394221021;5650298.1681036735;IMB/38185/C/05TL;38185;10;fo;imm;38185_1660_00061;;61;;Boulevard Clemenceau;NA;38185;Grenoble;38185_1660;ban
914508;639044.7823733869;5650574.04640009;IMB/38185/C/05T6;38185;10;fo;imm;38185_1660_00029;;29;;Boulevard Clemenceau;NA;38185;Grenoble;38185_1660;ban
1140360;638693.3183495176;5650377.424322349;IMB/38185/C/05TH;38185;10;fo;imm;38185_1660_00053;;53;;Boulevard Clemenceau;NA;38185;Grenoble;38185_1660;ban
