,imb_id,rank,addr_code_x,imb_code_x,code_techno,classe_debit_montant,classe_debit_descendant,imb_longitude,imb_latitude,imb_code_y,imb_code_insee,imb_nbr_logloc,imb_source,imb_type,addr_code_y,imb_num,addr_numero,addr_rep,addr_nom_voie,addr_nom_ld,addr_code_insee,addr_nom_commune,addr_id_fantoir,addr_source,debit_Mbits
1893,5791,7.0,38185_1635_00022,IMB/38185/C/01P2,COAX,THD30,THD1G,637071.0283086331,5647288.537703007,IMB/38185/C/01P2,38185,11,fo,imm,38185_1635_00022,,22.0,,Rue Claude Kogan,,38185,Grenoble,38185_1635,ban,1000.0
1928,7687,7.0,38185_4570_00014,IMB/38185/C/03BH,COAX,THD30,THD1G,636670.23520796,5652212.9183842605,IMB/38185/C/03BH,38185,1,fo,imm,38185_4570_00014,,14.0,,Route de Lyon,,38185,Grenoble,38185_4570,ban,1000.0
1941,8079,7.0,38185_0950_00124_bis,IMB/38185/C/03MX,COAX,THD30,THD1G,635646.4459592535,5651278.583566431,IMB/38185/C/03MX,38185,14,fo,imm,38185_0950_00124_bis,,124.0,bis,Cours Berriat,,38185,Grenoble,38185_0950,ban,1000.0
1965,8143,7.0,38185_4820_00018,IMB/38185/C/01G7,COAX,THD30,THD1G,638383.4801101021,5652133.049186169,IMB/38185/C/01G7,38185,31,fo,imm,38185_4820_00018,,18.0,,Boulevard Maréchal Leclerc,,38185,Grenoble,38185_4820,ban,1000.0
3249,10811,7.0,38185_4750_00003,IMB/38185/C/02OZ,COAX,THD30,THD1G,637769.3405545832,5650083.342853918,IMB/38185/C/02OZ,38185,20,fo,imm,38185_4750_00003,phenix ii,3.0,,Rue Marcel Porte,,38185,Grenoble,38185_4750,ban,1000.0
4678,22883,7.0,38185_4160_00003,IMB/38185/C/01F1,COAX,THD30,THD1G,637829.4330167574,5651775.904779625,IMB/38185/C/01F1,38185,18,fo,imm,38185_4160_00003,,3.0,,Rue Lafayette,,38185,Grenoble,38185_4160,ban,1000.0
6584,36495,4.0,38185_5800_00004,IMB/38185/C/00C6,CU,HD3,BHD8,637485.8002641344,5651432.384399951,IMB/38185/C/00C6,38185,0,fo,imm,38185_5800_00004,,4.0,,Rue de la Poste,,38185,Grenoble,38185_5800,ban,15.5
7404,41828,7.0,38185_4075_00008,IMB/38185/S/05PM,COAX,THD30,THD1G,639755.6762958686,5650756.422176308,IMB/38185/S/05PM,38185,1,fo,imm,38185_4075_00008,c l horizon,8.0,,Avenue Jules Vallès,,38185,Grenoble,38185_4075,ban,1000.0
7407,41862,7.0,38185_6690_00042,IMB/38185/C/0108,COAX,THD30,THD1G,636621.0478357313,5650406.033259671,IMB/38185/C/0108,38185,16,fo,imm,38185_6690_00042,,42.0,,Rue de Turenne,,38185,Grenoble,38185_6690,ban,1000.0
7435,42011,7.0,38185_5800_00004,IMB/38185/C/00CK,FO,THD100,THD1G,637494.086012482,5651460.473622991,IMB/38185/C/00CK,38185,14,fo,imm,38185_5800_00004,,4.0,,Rue de la Poste,,38185,Grenoble,38185_5800,ban,1000.0
7436,42021,7.0,38185_3890_00005,IMB/38185/C/04W7,COAX,THD30,THD1G,636337.5397654846,5650470.89418275,IMB/38185/C/04W7,38185,7,fo,imm,38185_3890_00005,,5.0,,Rue Jean Prévost,,38185,Grenoble,38185_3890,ban,1000.0
7437,42022,7.0,38185_2430_00008,IMB/38185/C/00HZ,COAX,THD30,THD1G,636965.1931243942,5651786.282462205,IMB/38185/C/00HZ,38185,13,fo,imm,38185_2430_00008,,8.0,,Boulevard Édouard Rey,,38185,Grenoble,38185_2430,ban,1000.0
7460,42149,6.0,38185_4130_00023,IMB/38185/X/02SG,COAX,HD3,THD100,638706.3397175584,5647789.132747057,IMB/38185/X/02SG,38185,1,fo,pav,38185_4130_00023,,23.0,,Avenue la Bruyère,,38185,Grenoble,38185_4130,ban,550.0
7462,42167,7.0,38185_0595_00123,IMB/38185/C/073X,COAX,THD30,THD1G,637980.2574005069,5647280.43257298,IMB/38185/C/073X,38185,1,fo,imm,38185_0595_00123,,123.0,,Galerie de l'Arlequin,,38185,Grenoble,38185_0595,ban,1000.0
7463,42174,7.0,38185_5400_00007,IMB/38185/S/01TL,FO,THD100,THD1G,636561.8021755315,5647010.602887258,IMB/38185/S/01TL,38185,1,fo,pav,38185_5400_00007,,7.0,,Rue de l'Obiou,,38185,Grenoble,38185_5400,ban,1000.0
7470,42204,7.0,38185_6675_00004,IMB/38185/C/01YP,COAX,THD30,THD1G,638711.1533276489,5647703.629237027,IMB/38185/C/01YP,38185,3,fo,imm,38185_6675_00004,,4.0,,Rue des Trois Épis,,38185,Grenoble,38185_6675,ban,1000.0
7472,42209,7.0,38185_5850_00002,IMB/38185/C/01I5,FO,THD100,THD1G,637953.202154147,5651786.182205945,IMB/38185/C/01I5,38185,19,fo,imm,38185_5850_00002,,2.0,,Rue Président Carnot,,38185,Grenoble,38185_5850,ban,1000.0
7474,42218,7.0,38185_3140_00017,IMB/38185/C/00LG,FO,THD100,THD1G,636804.9072617319,5650199.0192419095,IMB/38185/C/00LG,38185,13,fo,imm,38185_3140_00017,,17.0,,Rue Général Rambaud,,38185,Grenoble,38185_3140,ban,1000.0
7481,42267,7.0,38185_2350_00043_bis,IMB/38185/C/04J0,COAX,THD30,THD1G,635629.471520004,5649225.954984957,IMB/38185/C/04J0,38185,40,fo,imm,38185_2350_00043_bis,,43.0,bis,Rue des Eaux Claires,,38185,Grenoble,38185_2350,ban,1000.0
7523,42409,7.0,38185_3517_00013,IMB/38185/C/02GX,FO,THD100,THD1G,637470.7778268055,5647326.667539232,IMB/38185/C/02GX,38185,10,fo,imm,38185_3517_00013,,13.0,,Rue Henry Duhamel,,38185,Grenoble,38185_3517,ban,1000.0
7525,42432,7.0,38185_0950_00144,IMB/38185/C/03LX,COAX,THD30,THD1G,635475.4419271884,5651290.222103058,IMB/38185/C/03LX,38185,6,fo,imm,38185_0950_00144,,144.0,,Cours Berriat,,38185,Grenoble,38185_0950,ban,1000.0
7530,42471,7.0,38185_4180_00017,IMB/38185/C/010W,COAX,THD30,THD1G,637059.3680719913,5650810.871849948,IMB/38185/C/010W,38185,10,fo,imm,38185_4180_00017,,17.0,,Rue Lakanal,,38185,Grenoble,38185_4180,ban,1000.0
7578,42679,7.0,38185_2150_00001,IMB/38185/C/04LH,COAX,THD30,THD1G,635739.9807666836,5650053.000012692,IMB/38185/C/04LH,38185,14,fo,imm,38185_2150_00001,,1.0,,Rue Docteur Calmette,,38185,Grenoble,38185_2150,ban,1000.0
7580,42688,7.0,38185_0663_00011,IMB/38185/C/0446,COAX,THD30,THD1G,635897.3062917762,5651377.279368787,IMB/38185/C/0446,38185,10,fo,imm,38185_0663_00011,le carre gregoire,11.0,,Rue Auguste Genin,,38185,Grenoble,38185_0663,ban,1000.0
7588,42722,7.0,38185_6320_00006,IMB/38185/C/00EC,COAX,THD30,THD1G,637502.1096660815,5651383.3204065785,IMB/38185/C/00EC,38185,12,fo,imm,38185_6320_00006,,6.0,,Rue de Sault,,38185,Grenoble,38185_6320,ban,1000.0
7597,42810,7.0,38185_3010_00003,IMB/38185/S/061K,COAX,THD30,THD1G,639827.801351784,5650097.714806192,IMB/38185/S/061K,38185,1,fo,pav,38185_3010_00003,,3.0,,Impasse Ganganelli,,38185,Grenoble,38185_3010,ban,1000.0
7598,42820,7.0,38185_2350_00048,IMB/38185/S/04IF,COAX,THD30,THD1G,635483.8553249909,5649200.950545851,IMB/38185/S/04IF,38185,1,fo,pav,38185_2350_00048,,48.0,,Rue des Eaux Claires,,38185,Grenoble,38185_2350,ban,1000.0
7628,42998,7.0,38185_4904_00037_bis,IMB/38185/X/03C6,COAX,THD30,THD1G,635619.5140830737,5651046.517968075,IMB/38185/X/03C6,38185,2,fo,pav,38185_4904_00037_bis,,37.0,bis,Rue Marx Dormoy,,38185,Grenoble,38185_4904,ban,1000.0
7630,43033,7.0,38185_1050_00041,IMB/38185/S/0690,COAX,THD30,THD1G,638721.6501534985,5652479.642963009,IMB/38185/S/0690,38185,1,fo,pav,38185_1050_00041,,41.0,,Rue Blanche Monier,,38185,Grenoble,38185_1050,ban,1000.0
7640,43111,7.0,38185_5947_00013,IMB/38185/X/02TV,FO,THD100,THD1G,635192.8943648301,5653302.166000666,IMB/38185/X/02TV,38185,47,fo,imm,38185_5947_00013,le python ilot ck1,13.0,,Rue René Maus,,38185,Grenoble,38185_5947,ban,1000.0
7671,43394,6.0,38185_4660_00016,IMB/38185/X/033T,COAX,HD3,THD100,638914.1068946333,5648203.755570808,IMB/38185/X/033T,38185,1,fo,pav,38185_4660_00016,,16.0,,Rue Mansart,,38185,Grenoble,38185_4660,ban,550.0
7710,43629,7.0,38185_2050_00002,IMB/38185/S/04G5,COAX,THD30,THD1G,635232.912760496,5651253.728804212,IMB/38185/S/04G5,38185,1,fo,pav,38185_2050_00002,,2.0,,Rue Denis Papin,,38185,Grenoble,38185_2050,ban,1000.0
7721,43640,7.0,38185_6010_00011,IMB/38185/C/05BH,COAX,THD30,THD1G,635417.243953078,5651619.832899197,IMB/38185/C/05BH,38185,1,fo,imm,38185_6010_00011,,11.0,,Rue Revol,,38185,Grenoble,38185_6010,ban,1000.0
7740,43773,7.0,38185_3940_00006,IMB/38185/S/00RO,COAX,THD30,THD1G,636947.9073800972,5650822.797281235,IMB/38185/S/00RO,38185,1,fo,pav,38185_3940_00006,,6.0,,Chemin Jésus,,38185,Grenoble,38185_3940,ban,1000.0
7757,43918,7.0,38185_2830_00008,IMB/38185/S/06DW,COAX,THD30,THD1G,638719.3275696845,5653050.142990003,IMB/38185/S/06DW,38185,1,fo,pav,38185_2830_00008,,8.0,,Rue des Fleurs,,38185,Grenoble,38185_2830,ban,1000.0
7766,44014,7.0,38185_0430_00011_bis,IMB/38185/S/0429,COAX,THD30,THD1G,635970.9260878554,5648926.871506604,IMB/38185/S/0429,38185,1,fo,pav,38185_0430_00011_bis,,11.0,bis,Rue Anatole France,,38185,Grenoble,38185_0430,ban,1000.0
7770,44038,7.0,38185_0340_00012,IMB/38185/S/076O,COAX,THD30,THD1G,636647.236826044,5648110.04422029,IMB/38185/S/076O,38185,2,fo,pav,38185_0340_00012,,12.0,,Rue Alphonse Daudet,,38185,Grenoble,38185_0340,ban,1000.0
7783,44208,6.0,38185_3080_00013,IMB/38185/X/0301,COAX,HD3,THD100,638245.6138636514,5650118.144164055,IMB/38185/X/0301,38185,1,fo,pav,38185_3080_00013,,13.0,,Rue Général Durand,,38185,Grenoble,38185_3080,ban,550.0
7806,44356,7.0,38185_0300_00063,IMB/38185/S/01W1,COAX,THD30,THD1G,637310.3776378719,5648539.167649777,IMB/38185/S/01W1,38185,1,fo,pav,38185_0300_00063,,63.0,,Rue des Alliés,,38185,Grenoble,38185_0300,ban,1000.0
7816,44388,6.0,38185_2840_00001,IMB/38185/X/0361,COAX,HD3,THD100,638575.5887154533,5647944.085175922,IMB/38185/X/0361,38185,1,fo,pav,38185_2840_00001,,1.0,,Rue Florian,,38185,Grenoble,38185_2840,ban,550.0
7825,44470,7.0,38185_3240_00012,IMB/38185/S/06JK,COAX,THD30,THD1G,638262.2859122511,5649847.249992802,IMB/38185/S/06JK,38185,1,fo,pav,38185_3240_00012,,12.0,,Rue Germain,,38185,Grenoble,38185_3240,ban,1000.0
8490,52908,7.0,38185_3030_00013,ID-38185000001J,FO,THD100,THD1G,639378.7023532569,5648465.711271802,ID-38185000001J,38185,8,fo,imm,38185_3030_00013,,13.0,,Rue Gaston Letonnelier,,38185,Grenoble,38185_3030,ban,1000.0
8491,52910,7.0,38185_1425_00004,ID-38185000008X,FO,THD100,THD1G,638326.9821477141,5648405.732839873,ID-38185000008X,38185,22,fo,imm,38185_1425_00004,,4.0,,Place Charles Dullin,,38185,Grenoble,38185_1425,ban,1000.0
11765,66722,7.0,38185_0740_00006,IMB/38185/S/05US,COAX,THD30,THD1G,639574.6009188094,5650666.179660079,IMB/38185/S/05US,38185,1,fo,pav,38185_0740_00006,,6.0,,Chemin Barral,,38185,Grenoble,38185_0740,ban,1000.0
11927,68192,4.0,38185_4731_00001,IMB/38185/X/03JF,SAT,HD3,BHD8,637954.2628750813,5648585.211210557,IMB/38185/X/03JF,38185,27,fo,imm,38185_4731_00001,b urban park,1.0,,Rue Marceline Desbordes-valmore,,38185,Grenoble,38185_4731,ban,15.5
13123,73393,7.0,38185_3810_00012,IMB/38185/C/01E4,COAX,THD30,THD1G,637755.3812971789,5651702.307643132,IMB/38185/C/01E4,38185,7,fo,imm,38185_3810_00012,,12.0,,Rue Jean Jacques Rousseau,,38185,Grenoble,38185_3810,ban,1000.0
13140,73495,4.0,38185_6290_00002,IMB/38185/C/01KH,CU,HD05,BHD8,637913.1678067896,5651745.247558695,IMB/38185/C/01KH,38185,6,fo,imm,38185_6290_00002,,2.0,,Place Sainte Claire,,38185,Grenoble,38185_6290,ban,15.5
13143,73553,7.0,38185_1050_00013_bis,IMB/38185/X/03MJ,COAX,THD30,THD1G,639024.2468552282,5652560.367022791,IMB/38185/X/03MJ,38185,2,fo,imm,38185_1050_00013_bis,,13.0,bis,Rue Blanche Monier,,38185,Grenoble,38185_1050,ban,1000.0
16598,92859,7.0,38185_3290_00020,IMB/38185/C/05KN,COAX,THD30,THD1G,639872.8799910776,5650058.775263916,IMB/38185/C/05KN,38185,0,fo,imm,38185_3290_00020,,20.0,,Avenue du Grand Châtelet,,38185,Grenoble,38185_3290,ban,1000.0
16600,92860,7.0,38185_3820_00105,IMB/38185/C/03NE,COAX,THD30,THD1G,636466.4265208937,5650270.522249206,IMB/38185/C/03NE,38185,28,fo,imm,38185_3820_00105,,105.0,,Cours Jean Jaurès,,38185,Grenoble,38185_3820,ban,1000.0
16607,92893,7.0,38185_4940_00001,IMB/38185/S/052X,FO,THD100,THD1G,635240.6993511186,5651402.725512965,IMB/38185/S/052X,38185,64,fo,imm,38185_4940_00001,,1.0,,Rue Mayen,,38185,Grenoble,38185_4940,ban,1000.0
16707,93195,7.0,38185_4530_00006,IMB/38185/C/050C,COAX,THD30,THD1G,635852.8520192278,5648353.311759961,IMB/38185/C/050C,38185,21,fo,imm,38185_4530_00006,,6.0,,Rue Louise Michel,,38185,Grenoble,38185_4530,ban,1000.0
16731,93421,7.0,38185_3910_00003,IMB/38185/C/04WT,COAX,THD30,THD1G,635937.4601931607,5650064.405104718,IMB/38185/C/04WT,38185,12,fo,imm,38185_3910_00003,,3.0,,Rue Jean Veyrat,,38185,Grenoble,38185_3910,ban,1000.0
16740,93490,7.0,38185_2730_00020,IMB/38185/C/04R5,COAX,THD30,THD1G,635325.0796824684,5651751.797086133,IMB/38185/C/04R5,38185,27,fo,imm,38185_2730_00020,,20.0,,Rue Félix Esclangon,,38185,Grenoble,38185_2730,ban,1000.0
16758,93991,7.0,38185_2590_00028,IMB/38185/S/032P,COAX,THD30,THD1G,636515.6333177688,5652508.329916426,IMB/38185/S/032P,38185,1,fo,pav,38185_2590_00028,,28.0,,Boulevard de l'Esplanade,,38185,Grenoble,38185_2590,ban,1000.0
17079,94948,7.0,38185_fuo40k_00016,IMB/38185/C/0242,FO,THD100,THD1G,637473.1147282211,5646952.708822015,IMB/38185/C/0242,38185,12,fo,imm,38185_fuo40k_00016,,16.0,,Rue Giusto Gervasutti,,38185,Grenoble,,ban,1000.0
17198,95266,5.0,38185_3980_00033_bis,IMB/38185/S/01EM,CU,HD3,THD30,638633.9977085812,5651433.796290224,IMB/38185/S/01EM,38185,6,fo,imm,38185_3980_00033_bis,,33.0,bis,Rue Joseph Chanrion,,38185,Grenoble,38185_3980,ban,60.0
17249,95411,7.0,38185_6370_00011,IMB/38185/S/05DP,COAX,THD30,THD1G,636482.8873533846,5649597.219808039,IMB/38185/S/05DP,38185,1,fo,pav,38185_6370_00011,,11.0,,Rue Sidi-brahim,,38185,Grenoble,38185_6370,ban,1000.0
17309,95575,7.0,38185_5430_00008,IMB/38185/C/0123,COAX,THD30,THD1G,637358.5528191227,5651176.216141374,IMB/38185/C/0123,38185,9,fo,imm,38185_5430_00008,,8.0,,Rue Paul Bert,,38185,Grenoble,38185_5430,ban,1000.0
17343,95615,7.0,38185_4310_00015,IMB/38185/S/04Z9,COAX,THD30,THD1G,635837.5685690324,5648526.001526773,IMB/38185/S/04Z9,38185,1,fo,pav,38185_4310_00015,,15.0,,Rue Léon Bourjade,,38185,Grenoble,38185_4310,ban,1000.0
17414,95874,7.0,38185_6065_00007,IMB/38185/S/06X1,FO,THD100,THD1G,638859.4481352032,5650351.720807927,IMB/38185/S/06X1,38185,1,fo,pav,38185_6065_00007,,7.0,,Rue Roger Louis Lachat,,38185,Grenoble,38185_6065,ban,1000.0
17454,96056,7.0,38185_0220_00050,IMB/38185/C/04BT,COAX,THD30,THD1G,635716.9091294335,5651003.915798841,IMB/38185/C/04BT,38185,1,fo,pav,38185_0220_00050,,50.0,,Rue d'Alembert,,38185,Grenoble,38185_0220,ban,1000.0
17512,96234,7.0,38185_3942_01060,IMB/38185/C/05KA,FO,THD100,THD1G,638908.0959860071,5648885.036070185,IMB/38185/C/05KA,38185,12,fo,imm,38185_3942_01060,,1060.0,,Avenue des Jeux Olympiques,,38185,Grenoble,38185_3942,ban,1000.0
17518,96249,7.0,38185_1350_00006,IMB/38185/C/02JH,COAX,THD30,THD1G,637003.4053494333,5650794.807869198,IMB/38185/C/02JH,38185,14,fo,imm,38185_1350_00006,,6.0,,Place Championnet,,38185,Grenoble,38185_1350,ban,1000.0
17559,96328,7.0,38185_2830_00002,IMB/38185/X/02QV,COAX,THD30,THD1G,638723.1895948382,5653106.871755313,IMB/38185/X/02QV,38185,6,fo,imm,38185_2830_00002,,2.0,,Rue des Fleurs,,38185,Grenoble,38185_2830,ban,1000.0
17628,96497,7.0,38185_1830_00026,IMB/38185/C/069H,COAX,THD30,THD1G,639361.0729050983,5650415.234395347,IMB/38185/C/069H,38185,1,fo,pav,38185_1830_00026,,26.0,,Rue Commandant Perreau,,38185,Grenoble,38185_1830,ban,1000.0
17648,96557,4.0,38185_4540_00008,IMB/38185/S/07FD,CU,HD05,BHD8,636868.2240371482,5649198.090660628,IMB/38185/S/07FD,38185,2,fo,pav,38185_4540_00008,,8.0,,Rue Louvois,,38185,Grenoble,38185_4540,ban,15.5
17662,96599,7.0,38185_1607_00053,IMB/38185/C/0095,COAX,THD30,THD1G,636225.5643053671,5652124.028587778,IMB/38185/C/0095,38185,1,fo,pav,38185_1607_00053,,53.0,,Quai Claude Bernard,,38185,Grenoble,38185_1607,ban,1000.0
17672,96618,6.0,38185_5480_00012,IMB/38185/S/06VD,COAX,HD3,THD100,638503.5371928045,5649033.417246881,IMB/38185/S/06VD,38185,1,fo,pav,38185_5480_00012,,12.0,,Rue Paul Doumer,,38185,Grenoble,38185_5480,ban,550.0
17881,97107,7.0,38185_3855_00004,IMB/38185/C/01DA,COAX,THD30,THD1G,638834.1152051318,5651341.190249845,IMB/38185/C/01DA,38185,36,fo,imm,38185_3855_00004,,4.0,,Place Jean Moulin,,38185,Grenoble,38185_3855,ban,1000.0
17890,97151,4.0,38185_0130_00001_ter,IMB/38185/C/016H,SAT,HD3,BHD8,637677.3846301243,5651899.116215742,IMB/38185/C/016H,38185,3,fo,imm,38185_0130_00001_ter,,1.0,ter,Rue Agier,,38185,Grenoble,38185_0130,ban,15.5
17896,97161,7.0,38185_4680_00008,IMB/38185/C/051G,COAX,THD30,THD1G,635376.5129274942,5649805.594128955,IMB/38185/C/051G,38185,12,fo,imm,38185_4680_00008,le marbeuf,8.0,,Rue Marbeuf,,38185,Grenoble,38185_4680,ban,1000.0
17899,97177,7.0,38185_1540_00001,IMB/38185/S/06A3,COAX,THD30,THD1G,638400.4338383229,5653085.318190515,IMB/38185/S/06A3,38185,1,fo,pav,38185_1540_00001,,1.0,,Rue Charreton,,38185,Grenoble,38185_1540,ban,1000.0
17914,97227,7.0,38185_3490_00004,IMB/38185/C/01CU,COAX,THD30,THD1G,637563.6786797517,5651990.797487289,IMB/38185/C/01CU,38185,9,fo,imm,38185_3490_00004,,4.0,,Rue Hector Berlioz,,38185,Grenoble,38185_3490,ban,1000.0
17998,97436,7.0,38185_4590_00006,IMB/38185/S/05WY,COAX,THD30,THD1G,639423.1122446578,5650571.814643611,IMB/38185/S/05WY,38185,4,fo,imm,38185_4590_00006,,6.0,,Chemin de la Madeleine,,38185,Grenoble,38185_4590,ban,1000.0
18005,97449,7.0,38185_1607_00031,IMB/38185/C/008Z,COAX,THD30,THD1G,636370.0662965392,5651989.786449003,IMB/38185/C/008Z,38185,16,fo,imm,38185_1607_00031,,31.0,,Quai Claude Bernard,,38185,Grenoble,38185_1607,ban,1000.0
18075,102428,7.0,38185_4380_00107,IMB/38185/S/03Q0,COAX,THD30,THD1G,636071.4187613281,5648527.297956394,IMB/38185/S/03Q0,38185,1,fo,pav,38185_4380_00107,,107.0,,Cours de la Libération et du Général de Gaulle,,38185,Grenoble,38185_4380,ban,1000.0
18418,102722,7.0,38185_4380_00118,IMB/38185/C/03Q8,COAX,THD30,THD1G,635848.4020121989,5648017.997511955,IMB/38185/C/03Q8,38185,17,fo,imm,38185_4380_00118,,118.0,,Cours de la Libération et du Général de Gaulle,,38185,Grenoble,38185_4380,ban,1000.0
18630,102818,7.0,38185_6690_00010,IMB/38185/C/00ZR,COAX,THD30,THD1G,636894.833815131,5650675.775985772,IMB/38185/C/00ZR,38185,19,fo,imm,38185_6690_00010,,10.0,,Rue de Turenne,,38185,Grenoble,38185_6690,ban,1000.0
18801,103720,7.0,38185_3120_00021,IMB/38185/C/02ZN,COAX,THD30,THD1G,636726.5028874518,5649593.808801631,IMB/38185/C/02ZN,38185,32,fo,imm,38185_3120_00021,,21.0,,Rue Général Mangin,,38185,Grenoble,38185_3120,ban,1000.0
18806,103832,6.0,38185_1660_00059,IMB/38185/C/05TK,COAX,HD3,THD100,638581.5092226586,5650315.447391193,IMB/38185/C/05TK,38185,10,fo,imm,38185_1660_00059,,59.0,,Boulevard Clemenceau,,38185,Grenoble,38185_1660,ban,550.0
18948,104930,4.0,38185_0940_00013,IMB/38185/S/066S,CU,HD05,BHD8,638924.7874068045,5650158.335032781,IMB/38185/S/066S,38185,1,fo,pav,38185_0940_00013,,13.0,,Rue Bergonié,,38185,Grenoble,38185_0940,ban,15.5
19175,105345,7.0,38185_1460_00002,IMB/38185/C/05GF,COAX,THD30,THD1G,636463.4181745012,5650101.431256975,IMB/38185/C/05GF,38185,34,fo,imm,38185_1460_00002,,2.0,,Square Charles Michels,,38185,Grenoble,38185_1460,ban,1000.0
19179,105361,7.0,38185_0380_00003,IMB/38185/C/001F,COAX,THD30,THD1G,637002.960887512,5651312.476755925,IMB/38185/C/001F,38185,19,fo,imm,38185_0380_00003,,3.0,,Avenue Alsace Lorraine,,38185,Grenoble,38185_0380,ban,1000.0
19185,105469,7.0,38185_4960_00013,IMB/38185/C/03IT,COAX,THD30,THD1G,636243.8538704226,5648781.447842582,IMB/38185/C/03IT,38185,24,fo,imm,38185_4960_00013,,13.0,,Chemin Meney,,38185,Grenoble,38185_4960,ban,1000.0
19187,105623,7.0,38185_2342_00035,IMB/38185/C/02GM,FO,THD100,THD1G,637526.7332490952,5647870.132705925,IMB/38185/C/02GM,38185,18,fo,imm,38185_2342_00035,,35.0,,Allée des Deux Mondes,,38185,Grenoble,38185_2342,ban,1000.0
19920,107999,7.0,38185_5440_00025,IMB/38185/S/031K,COAX,THD30,THD1G,637547.2156351194,5649598.119699959,IMB/38185/S/031K,38185,1,fo,pav,38185_5440_00025,,25.0,,Rue Paul Bourget,,38185,Grenoble,38185_5440,ban,1000.0
19971,109933,7.0,38185_4570_00053,IMB/38185/C/038H,COAX,THD30,THD1G,636561.2178539758,5652645.765259001,IMB/38185/C/038H,38185,24,fo,imm,38185_4570_00053,c1 esplanade,53.0,,Route de Lyon,,38185,Grenoble,38185_4570,ban,1000.0
20536,111572,7.0,38185_4400_00002,IMB/38185/C/07FR,COAX,THD30,THD1G,637136.8349690988,5648556.629591574,IMB/38185/C/07FR,38185,4,fo,imm,38185_4400_00002,foyer,2.0,,Rue Lieutenant Chabal,,38185,Grenoble,38185_4400,ban,1000.0
21307,113079,7.0,38185_0950_00089,IMB/38185/C/03KO,COAX,THD30,THD1G,635972.3803891911,5651210.498312623,IMB/38185/C/03KO,38185,11,fo,imm,38185_0950_00089,,89.0,,Cours Berriat,,38185,Grenoble,38185_0950,ban,1000.0
25567,144221,7.0,38185_1660_00035,IMB/38185/C/05T9,COAX,THD30,THD1G,638981.9930559971,5650531.268265056,IMB/38185/C/05T9,38185,10,fo,imm,38185_1660_00035,,35.0,,Boulevard Clemenceau,,38185,Grenoble,38185_1660,ban,1000.0
25569,144230,7.0,38185_4340_00152,IMB/38185/C/01WX,FO,THD100,THD1G,639432.778132758,5648172.675937363,IMB/38185/C/01WX,38185,17,fo,imm,38185_4340_00152,groupe 428,152.0,,Rue Léon Jouhaux,,38185,Grenoble,38185_4340,ban,1000.0
25570,144235,7.0,38185_4220_00009_bis,IMB/38185/C/0070,COAX,THD30,THD1G,638345.8465702547,5649681.517882233,IMB/38185/C/0070,38185,20,fo,imm,38185_4220_00009_bis,,9.0,bis,Rue Lavoisier,,38185,Grenoble,38185_4220,ban,1000.0
25574,144262,7.0,38185_3090_00056,IMB/38185/C/038S,FO,THD100,THD1G,637204.5134302266,5649339.951327025,IMB/38185/C/038S,38185,5,fo,imm,38185_3090_00056,mjc lucie aubrac,56.0,,Rue Général Ferrié,,38185,Grenoble,38185_3090,ban,1000.0
25578,144276,7.0,38185_0210_00019,IMB/38185/X/02P7,FO,THD100,THD1G,637984.8181169771,5650183.4914980745,IMB/38185/X/02P7,38185,1,fo,imm,38185_0210_00019,central plazza,19.0,,Avenue Albert 1er de Belgique,,38185,Grenoble,38185_0210,ban,1000.0
25579,144277,7.0,38185_1680_00002,IMB/38185/C/04AA,COAX,THD30,THD1G,636376.6573689275,5650755.044083752,IMB/38185/C/04AA,38185,7,fo,imm,38185_1680_00002,,2.0,,Rue Clément,,38185,Grenoble,38185_1680,ban,1000.0
25586,144328,7.0,38185_4820_00028,IMB/38185/C/01GD,COAX,THD30,THD1G,638381.6019128235,5652023.61376445,IMB/38185/C/01GD,38185,31,fo,imm,38185_4820_00028,,28.0,,Boulevard Maréchal Leclerc,,38185,Grenoble,38185_4820,ban,1000.0
25630,144429,7.0,38185_0670_00012,IMB/38185/C/066E,COAX,THD30,THD1G,638814.1245480047,5650254.150071359,IMB/38185/C/066E,38185,18,fo,imm,38185_0670_00012,,12.0,,Rue Auguste Ravier,,38185,Grenoble,38185_0670,ban,1000.0
25640,144490,7.0,38185_5410_00027,IMB/38185/C/027E,COAX,THD30,THD1G,638395.0538128092,5647995.983975511,IMB/38185/C/027E,38185,14,fo,imm,38185_5410_00027,,27.0,,Rue Pascal,,38185,Grenoble,38185_5410,ban,1000.0
25648,144523,7.0,38185_0420_00044_bis,IMB/38185/C/0418,FO,THD100,THD1G,635099.7575377788,5650094.788358831,IMB/38185/C/0418,38185,6,fo,imm,38185_0420_00044_bis,ecole joseph vallier,44.0,bis,Rue Ampère,,38185,Grenoble,38185_0420,ban,1000.0
25654,144557,7.0,38185_2150_00018,IMB/38185/C/04LS,COAX,THD30,THD1G,635540.1580298672,5650053.08249525,IMB/38185/C/04LS,38185,13,fo,imm,38185_2150_00018,les fourmis,18.0,,Rue Docteur Calmette,,38185,Grenoble,38185_2150,ban,1000.0
25665,144593,7.0,38185_4130_00030,IMB/38185/C/024L,COAX,THD30,THD1G,638401.787487938,5647856.370318603,IMB/38185/C/024L,38185,10,fo,imm,38185_4130_00030,,30.0,,Avenue la Bruyère,,38185,Grenoble,38185_4130,ban,1000.0
