,imb_id,rank,addr_code_x,imb_code_x,code_techno,classe_debit_montant,classe_debit_descendant,imb_longitude,imb_latitude,imb_code_y,imb_code_insee,imb_nbr_logloc,imb_source,imb_type,addr_code_y,imb_num,addr_numero,addr_rep,addr_nom_voie,addr_nom_ld,addr_code_insee,addr_nom_commune,addr_id_fantoir,addr_source,debit_Mbits
1229270,6980886,7.0,38185_0621_00035,IMB/38185/C/KB9Z,FO,THD100,THD1G,635069.6834819774,5650518.421925137,IMB/38185/C/KB9Z,38185,12,fo,imm,38185_0621_00035,,35.0,,Rue des Arts et Métiers,,38185,Grenoble,38185_0621,ban,1000.0
1229297,6981287,7.0,38185_4904_00033_bis,IMB/38185/C/052U,COAX,THD30,THD1G,635667.6226166423,5651011.732914002,IMB/38185/C/052U,38185,0,fo,imm,38185_4904_00033_bis,,33.0,bis,Rue Marx Dormoy,,38185,Grenoble,38185_4904,ban,1000.0
1229305,6981424,7.0,38185_6740_00008_ter,IMB/38185/S/05K0,FO,THD100,THD1G,639520.8257333618,5650897.4856505385,IMB/38185/S/05K0,38185,15,fo,pav,38185_6740_00008_ter,,8.0,ter,Avenue de Valmy,,38185,Grenoble,38185_6740,ban,1000.0
1229317,6981524,7.0,38185_4904_00033_bis,IMB/38185/X/03C0,COAX,THD30,THD1G,635671.5241980713,5650970.3312998125,IMB/38185/X/03C0,38185,0,fo,pav,38185_4904_00033_bis,2,33.0,bis,Rue Marx Dormoy,,38185,Grenoble,38185_4904,ban,1000.0
1229786,6982939,7.0,38185_4530_00008,IMB/38185/S/050D,COAX,THD30,THD1G,635790.1909142731,5648346.068405746,IMB/38185/S/050D,38185,1,fo,pav,38185_4530_00008,,8.0,,Rue Louise Michel,,38185,Grenoble,38185_4530,ban,1000.0
1229914,6983355,6.0,38185_3270_00001_bis,IMB/38185/X/030P,COAX,HD3,THD100,638480.1877662714,5650134.990344572,IMB/38185/X/030P,38185,1,fo,pav,38185_3270_00001_bis,,1.0,bis,Rue des Gourmets,,38185,Grenoble,38185_3270,ban,550.0
1230035,6983712,7.0,38185_2750_00018,IMB/38185/C/00JN,COAX,THD30,THD1G,637004.6528679135,5651714.89876102,IMB/38185/C/00JN,38185,12,fo,imm,38185_2750_00018,,18.0,,Avenue Félix Viallet,,38185,Grenoble,38185_2750,ban,1000.0
1230064,6983787,7.0,38185_0950_00068,IMB/38185/C/0065,COAX,THD30,THD1G,636352.4543974161,5651215.4265977405,IMB/38185/C/0065,38185,24,fo,imm,38185_0950_00068,,68.0,,Cours Berriat,,38185,Grenoble,38185_0950,ban,1000.0
1230142,6983964,7.0,38185_4448_00008,IMB/38185/C/02IA,COAX,THD30,THD1G,637316.6547673469,5647267.956085676,IMB/38185/C/02IA,38185,10,fo,imm,38185_4448_00008,,8.0,,Place Lionel Terray,,38185,Grenoble,38185_4448,ban,1000.0
1230309,6984408,7.0,38185_3557_00002,IMB/38185/C/02NR,COAX,THD30,THD1G,636727.7563240154,5649226.906991666,IMB/38185/C/02NR,38185,6,fo,imm,38185_3557_00002,,2.0,,Rue Henriette Deloras,,38185,Grenoble,38185_3557,ban,1000.0
1230322,6984457,7.0,38185_2970_00003,IMB/38185/C/00KJ,COAX,THD30,THD1G,636605.4521799837,5651363.792500338,IMB/38185/C/00KJ,38185,8,fo,imm,38185_2970_00003,,3.0,,Rue Gabriel Péri,,38185,Grenoble,38185_2970,ban,1000.0
1230336,6984506,7.0,38185_3120_00073_b,IMB/38185/X/03IX,FO,THD100,THD1G,636172.1528714019,5647736.767387168,IMB/38185/X/03IX,38185,4,fo,imm,38185_3120_00073_b,,73.0,b,Rue Général Mangin,,38185,Grenoble,38185_3120,ban,1000.0
1230402,6984726,4.0,38185_3920_00004,IMB/38185/S/05PE,CU,HD05,BHD8,639223.177963045,5650930.349956754,IMB/38185/S/05PE,38185,1,fo,pav,38185_3920_00004,,4.0,,Avenue Jeanne d'Arc,,38185,Grenoble,38185_3920,ban,15.5
1230451,6984847,7.0,38185_2802_00005,IMB/38185/X/02RK,FO,THD100,THD1G,635983.9054488841,5653134.378135164,IMB/38185/X/02RK,38185,9,fo,imm,38185_2802_00005,,5.0,,Rue Fernand Rouvière,,38185,Grenoble,38185_2802,ban,1000.0
1230466,6984877,7.0,38185_1420_00011,IMB/38185/C/00RO,FO,THD100,THD1G,635861.7733795961,5653129.69347949,IMB/38185/C/00RO,38185,15,fo,imm,38185_1420_00011,clochettes lauvitel,11.0,,Rue Charles Bertier,,38185,Grenoble,38185_1420,ban,1000.0
1230467,6984907,7.0,38185_6950_00026,IMB/38185/S/05RY,COAX,THD30,THD1G,639707.5059529471,5650036.121590091,IMB/38185/S/05RY,38185,1,fo,pav,38185_6950_00026,,26.0,,Avenue Washington,,38185,Grenoble,38185_6950,ban,1000.0
1230468,6984917,7.0,38185_1607_00011,IMB/38185/S/008V,FO,THD100,THD1G,636624.4325949601,5651839.408700079,IMB/38185/S/008V,38185,13,fo,imm,38185_1607_00011,,11.0,,Quai Claude Bernard,,38185,Grenoble,38185_1607,ban,1000.0
1231317,6991586,7.0,38185_4240_00006,IMB/38185/C/02RB,COAX,THD30,THD1G,637106.6531279256,5649701.083115108,IMB/38185/C/02RB,38185,15,fo,imm,38185_4240_00006,,6.0,,Rue le Brix,,38185,Grenoble,38185_4240,ban,1000.0
1231319,6991666,7.0,38185_4370_00041,IMB/38185/C/02EG,COAX,THD30,THD1G,637189.5877142148,5650806.662625363,IMB/38185/C/02EG,38185,11,fo,imm,38185_4370_00041,,41.0,,Rue Lesdiguières,,38185,Grenoble,38185_4370,ban,1000.0
1231607,6992867,7.0,38185_3060_00003,IMB/38185/C/00L1,FO,THD100,THD1G,638068.3465436357,5650411.657375759,IMB/38185/C/00L1,38185,27,fo,imm,38185_3060_00003,,3.0,,Avenue Général Champon,,38185,Grenoble,38185_3060,ban,1000.0
1232375,6994720,4.0,38185_4850_00014,IMB/38185/C/06Q3,CU,HD05,BHD8,639617.5884891531,5649988.848148051,IMB/38185/C/06Q3,38185,4,fo,imm,38185_4850_00014,,14.0,,Rue Marie Chamoux,,38185,Grenoble,38185_4850,ban,15.5
1232392,6995332,7.0,38185_5950_00008,IMB/38185/C/05AG,COAX,THD30,THD1G,635690.1082789749,5651536.960979089,IMB/38185/C/05AG,38185,15,fo,imm,38185_5950_00008,,8.0,,Rue René Thomas,,38185,Grenoble,38185_5950,ban,1000.0
1232463,6997617,7.0,38185_3880_00131,IMB/38185/C/01UI,FO,THD100,THD1G,639048.0200332401,5648286.08231217,IMB/38185/C/01UI,38185,3,fo,pav,38185_3880_00131,,131.0,,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,1000.0
1232712,6998052,6.0,38185_2450_00029,IMB/38185/C/0330,COAX,HD3,THD100,638238.4569255811,5649425.974718208,IMB/38185/C/0330,38185,2,fo,pav,38185_2450_00029,,29.0,,Chemin de l'Église,,38185,Grenoble,38185_2450,ban,550.0
1232727,6998389,7.0,38185_4530_00035,IMB/38185/S/050R,COAX,THD30,THD1G,635368.0342859561,5648050.0639057,IMB/38185/S/050R,38185,1,fo,pav,38185_4530_00035,,35.0,,Rue Louise Michel,,38185,Grenoble,38185_4530,ban,1000.0
1233031,6998849,7.0,38185_3880_00131,IMB/38185/X/03FH,FO,THD100,THD1G,639035.0999253667,5648315.06966567,IMB/38185/X/03FH,38185,0,fo,pav,38185_3880_00131,2,131.0,,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,1000.0
1233732,6999912,7.0,38185_2890_00054,IMB/38185/S/022V,FO,THD100,THD1G,636695.2228335484,5647016.204219249,IMB/38185/S/022V,38185,1,fo,pav,38185_2890_00054,,54.0,,Rue Francis Jammes,,38185,Grenoble,38185_2890,ban,1000.0
1233735,7000012,7.0,38185_3360_00002,IMB/38185/C/00NX,COAX,THD30,THD1G,637539.7195052622,5651302.054199822,IMB/38185/C/00NX,38185,14,fo,imm,38185_3360_00002,,2.0,,Rue Guétal,,38185,Grenoble,38185_3360,ban,1000.0
1233747,7000319,7.0,38185_3780_00029,IMB/38185/C/06KF,COAX,THD30,THD1G,639175.9561548501,5649410.850076896,IMB/38185/C/06KF,38185,16,fo,imm,38185_3780_00029,,29.0,,Rue Jean Bart,,38185,Grenoble,38185_3780,ban,1000.0
1233750,7000340,7.0,38185_6240_00042,IMB/38185/C/06Y2,FO,THD100,THD1G,637833.0053746741,5652418.638502279,IMB/38185/C/06Y2,38185,32,fo,imm,38185_6240_00042,,42.0,,Rue Saint Laurent,,38185,Grenoble,38185_6240,ban,1000.0
1237995,7031064,7.0,38185_d3k7j6_00015,IMB/38185/X/02OR,FO,THD100,THD1G,635062.4692875411,5651046.321450101,IMB/38185/X/02OR,38185,36,fo,imm,38185_d3k7j6_00015,,15.0,,Esplanade Andry-farcy,,38185,Grenoble,,ban,1000.0
1238000,7031084,7.0,38185_0930_00010,IMB/38185/X/02RP,FO,THD100,THD1G,636793.1818985983,5650916.232529938,IMB/38185/X/02RP,38185,30,fo,imm,38185_0930_00010,,10.0,,Rue des Bergers,,38185,Grenoble,38185_0930,ban,1000.0
1238025,7031182,7.0,38185_3950_00049,IMB/38185/C/0646,COAX,THD30,THD1G,638409.1627013369,5652827.476123289,IMB/38185/C/0646,38185,28,fo,imm,38185_3950_00049,imperial,49.0,,Quai Jongkind,,38185,Grenoble,38185_3950,ban,1000.0
1238032,7031233,7.0,38185_2310_00004,IMB/38185/C/06FY,COAX,THD30,THD1G,639381.4502217981,5649706.2006762605,IMB/38185/C/06FY,38185,8,fo,imm,38185_2310_00004,,4.0,,Rue Dupleix,,38185,Grenoble,38185_2310,ban,1000.0
1238039,7031266,7.0,38185_0450_00013,IMB/38185/C/042P,COAX,THD30,THD1G,635987.04676761,5648046.134337259,IMB/38185/C/042P,38185,16,fo,imm,38185_0450_00013,,13.0,,Rue André Abry,,38185,Grenoble,38185_0450,ban,1000.0
1238047,7031286,7.0,38185_3580_00001,IMB/38185/C/00OJ,COAX,THD30,THD1G,636474.7719508546,5650729.471187991,IMB/38185/C/00OJ,38185,10,fo,imm,38185_3580_00001,,1.0,,Rue Hippolyte Bouvier,,38185,Grenoble,38185_3580,ban,1000.0
1238080,7031397,7.0,38185_5280_00003,IMB/38185/C/04FG,COAX,THD30,THD1G,636283.0452647699,5650456.184334535,IMB/38185/C/04FG,38185,29,fo,imm,38185_5280_00003,,3.0,,Rue de New York,,38185,Grenoble,38185_5280,ban,1000.0
1238089,7031438,7.0,38185_4485_00030,IMB/38185/C/0269,FO,THD100,THD1G,637219.6991010641,5647616.172196161,IMB/38185/C/0269,38185,28,fo,imm,38185_4485_00030,,30.0,,Rue Lorenzaccio,,38185,Grenoble,38185_4485,ban,1000.0
1238090,7031443,7.0,38185_0185_00004,IMB/38185/C/02MO,FO,THD100,THD1G,639195.5411215014,5649700.062196018,IMB/38185/C/02MO,38185,14,fo,imm,38185_0185_00004,chatelet les bains,4.0,,Rue Albert Recoura,,38185,Grenoble,38185_0185,ban,1000.0
1238116,7031535,7.0,38185_0605_00005,IMB/38185/S/02Q4,COAX,THD30,THD1G,636535.7071065287,5649209.614420019,IMB/38185/S/02Q4,38185,1,fo,pav,38185_0605_00005,,5.0,,Rue des Artilleurs de Montagne,,38185,Grenoble,38185_0605,ban,1000.0
1238142,7031594,7.0,38185_1740_00020,IMB/38185/C/00A5,COAX,THD30,THD1G,636750.8764442086,5650128.832927246,IMB/38185/C/00A5,38185,8,fo,imm,38185_1740_00020,,20.0,,Rue Colonel Dumont,,38185,Grenoble,38185_1740,ban,1000.0
1238144,7031598,7.0,38185_3880_00131,IMB/38185/X/03FI,FO,THD100,THD1G,639038.9186929029,5648304.964232559,IMB/38185/X/03FI,38185,0,fo,imm,38185_3880_00131,3,131.0,,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,1000.0
1238147,7031606,7.0,38185_2260_00015,IMB/38185/C/04OI,COAX,THD30,THD1G,635378.5326517244,5651012.808384379,IMB/38185/C/04OI,38185,9,fo,imm,38185_2260_00015,,15.0,,Rue du Drac,,38185,Grenoble,38185_2260,ban,1000.0
1238151,7031648,7.0,38185_0483_00009,IMB/38185/C/003B,FO,THD100,THD1G,637876.9696926927,5650707.2170164585,IMB/38185/C/003B,38185,36,fo,imm,38185_0483_00009,,9.0,,Place André Malraux,,38185,Grenoble,38185_0483,ban,1000.0
1238157,7031664,7.0,38185_5950_00037,IMB/38185/C/05B0,COAX,THD30,THD1G,635409.3752045523,5651402.570432705,IMB/38185/C/05B0,38185,13,fo,imm,38185_5950_00037,,37.0,,Rue René Thomas,,38185,Grenoble,38185_5950,ban,1000.0
1238159,7031665,7.0,38185_0300_00087,IMB/38185/X/02N9,FO,THD100,THD1G,637030.1825462439,5648646.546983701,IMB/38185/X/02N9,38185,18,fo,imm,38185_0300_00087,,87.0,,Rue des Alliés,,38185,Grenoble,38185_0300,ban,1000.0
1238161,7031672,7.0,38185_3820_00082,IMB/38185/C/00QO,COAX,THD30,THD1G,636491.8262844795,5650697.448700976,IMB/38185/C/00QO,38185,17,fo,imm,38185_3820_00082,,82.0,,Cours Jean Jaurès,,38185,Grenoble,38185_3820,ban,1000.0
1238164,7031677,7.0,38185_3220_00019,IMB/38185/C/023E,COAX,THD30,THD1G,637406.1741145292,5648756.813261916,IMB/38185/C/023E,38185,10,fo,imm,38185_3220_00019,,19.0,,Rue George Sand,,38185,Grenoble,38185_3220,ban,1000.0
1238166,7031741,7.0,38185_6430_00151,IMB/38185/C/01UZ,FO,THD100,THD1G,637166.1921590951,5648151.59695789,IMB/38185/C/01UZ,38185,14,fo,imm,38185_6430_00151,,151.0,,Rue de Stalingrad,,38185,Grenoble,38185_6430,ban,1000.0
1238199,7031908,7.0,38185_3230_00011,IMB/38185/C/04SO,COAX,THD30,THD1G,635789.2705466684,5651071.903990224,IMB/38185/C/04SO,38185,10,fo,imm,38185_3230_00011,,11.0,,Rue Gerin,,38185,Grenoble,38185_3230,ban,1000.0
1238264,7032311,7.0,38185_2390_00005,IMB/38185/S/06GJ,COAX,THD30,THD1G,639258.4485038165,5650172.264227557,IMB/38185/S/06GJ,38185,3,fo,imm,38185_2390_00005,,5.0,,Rue Edison,,38185,Grenoble,38185_2390,ban,1000.0
1238271,7032359,4.0,38185_4290_00146,IMB/38185/C/071S,CU,HD05,BHD8,635986.1098170829,5646601.897461874,IMB/38185/C/071S,38185,0,fo,pav,38185_4290_00146,,146.0,,Avenue Léon Blum,,38185,Grenoble,38185_4290,ban,15.5
1238276,7032424,7.0,38185_1050_00029,IMB/38185/S/068V,FO,THD100,THD1G,638861.8402080013,5652509.120662782,IMB/38185/S/068V,38185,1,fo,imm,38185_1050_00029,,29.0,,Rue Blanche Monier,,38185,Grenoble,38185_1050,ban,1000.0
1238280,7032487,6.0,38185_5285_00005,IMB/38185/X/033Z,COAX,HD3,THD100,638990.2366145651,5648129.363816774,IMB/38185/X/033Z,38185,1,fo,pav,38185_5285_00005,,5.0,,Rue Nicolas Boileau,,38185,Grenoble,38185_5285,ban,550.0
1238297,7032635,7.0,38185_1060_00022,IMB/38185/S/05WG,FO,THD100,THD1G,639680.1038875981,5650549.243115932,IMB/38185/S/05WG,38185,1,fo,pav,38185_1060_00022,,22.0,,Chemin de la Blanchisserie,,38185,Grenoble,38185_1060,ban,1000.0
1238299,7032692,4.0,38185_4290_00096,IMB/38185/C/025X,CU,HD05,BHD8,636303.4369924237,5647328.798903665,IMB/38185/C/025X,38185,0,fo,imm,38185_4290_00096,,96.0,,Avenue Léon Blum,,38185,Grenoble,38185_4290,ban,15.5
1238305,7032738,7.0,38185_6950_00024,IMB/38185/S/05RW,COAX,THD30,THD1G,639704.0044584384,5650053.332600973,IMB/38185/S/05RW,38185,1,fo,pav,38185_6950_00024,,24.0,,Avenue Washington,,38185,Grenoble,38185_6950,ban,1000.0
1238310,7032762,7.0,38185_0240_00042,IMB/38185/S/01NO,COAX,THD30,THD1G,635214.7785843158,5649668.950156153,IMB/38185/S/01NO,38185,1,fo,pav,38185_0240_00042,,42.0,,Rue Alexandre Dumas,,38185,Grenoble,38185_0240,ban,1000.0
1238325,7032872,7.0,38185_6880_00028,IMB/38185/S/060K,COAX,THD30,THD1G,639478.7279775058,5650513.923873872,IMB/38185/S/060K,38185,5,fo,imm,38185_6880_00028,,28.0,,Chemin Villebois,,38185,Grenoble,38185_6880,ban,1000.0
1238329,7032898,7.0,38185_6370_00004_bis,IMB/38185/X/02XK,COAX,THD30,THD1G,636396.9006171284,5649772.989108482,IMB/38185/X/02XK,38185,2,fo,pav,38185_6370_00004_bis,,4.0,bis,Rue Sidi-brahim,,38185,Grenoble,38185_6370,ban,1000.0
1238332,7032914,4.0,38185_5590_00008,IMB/38185/S/06VL,CU,HD05,BHD8,638866.3760802776,5650118.208815172,IMB/38185/S/06VL,38185,1,fo,pav,38185_5590_00008,,8.0,,Rue Pégoud,,38185,Grenoble,38185_5590,ban,15.5
1238375,7033251,7.0,38185_6100_00010,IMB/38185/S/03G2,COAX,THD30,THD1G,635741.9688216764,5648245.788568227,IMB/38185/S/03G2,38185,1,fo,imm,38185_6100_00010,,10.0,,Avenue Ronsard,,38185,Grenoble,38185_6100,ban,1000.0
1238387,7033383,7.0,38185_3690_00011,IMB/38185/S/00DM,COAX,THD30,THD1G,636332.9718630644,5651851.996184174,IMB/38185/S/00DM,38185,1,fo,pav,38185_3690_00011,,11.0,,Rue de l'Isère,,38185,Grenoble,38185_3690,ban,1000.0
1238397,7033444,7.0,38185_3950_00029,IMB/38185/S/063Y,COAX,THD30,THD1G,638505.8033958966,5653227.265114414,IMB/38185/S/063Y,38185,1,fo,pav,38185_3950_00029,,29.0,,Quai Jongkind,,38185,Grenoble,38185_3950,ban,1000.0
1238409,7033515,7.0,38185_6010_00023,IMB/38185/C/05BS,COAX,THD30,THD1G,635429.8505590947,5651516.893182841,IMB/38185/C/05BS,38185,4,fo,imm,38185_6010_00023,,23.0,,Rue Revol,,38185,Grenoble,38185_6010,ban,1000.0
1238447,7033725,7.0,38185_4770_00024,IMB/38185/C/0313,FO,THD100,THD1G,638001.4724062593,5649550.00583602,IMB/38185/C/0313,38185,34,fo,imm,38185_4770_00024,,24.0,,Avenue Marcelin Berthelot,,38185,Grenoble,38185_4770,ban,1000.0
1239146,7042400,7.0,38185_2375_00003,ID-38185000000V,FO,THD100,THD1G,636023.7628275929,5648708.093486514,ID-38185000000V,38185,20,fo,imm,38185_2375_00003,,3.0,,Allée de l'École Vaucanson,,38185,Grenoble,38185_2375,ban,1000.0
1239192,7042482,7.0,38185_6880_00009,ID-3818500000E9,COAX,THD30,THD1G,639479.061376251,5650695.013132973,ID-3818500000E9,38185,5,fo,imm,38185_6880_00009,,9.0,,Chemin Villebois,,38185,Grenoble,38185_6880,ban,1000.0
1242574,7057624,7.0,38185_6190_00002,IMB/38185/C/01LA,FO,THD100,THD1G,638038.0182424982,5651846.510868254,IMB/38185/C/01LA,38185,23,fo,imm,38185_6190_00002,,2.0,,Rue Saint Hugues,,38185,Grenoble,38185_6190,ban,1000.0
1242583,7057650,7.0,38185_2880_00024,IMB/38185/C/030V,COAX,THD30,THD1G,636891.7063376206,5652055.425923727,IMB/38185/C/030V,38185,1,fo,imm,38185_2880_00024,,24.0,,Quai de France,,38185,Grenoble,38185_2880,ban,1000.0
1243716,7063125,7.0,38185_3610_00007,IMB/38185/X/03OC,FO,THD100,THD1G,637631.1774181802,5650759.101852256,IMB/38185/X/03OC,38185,1,fo,imm,38185_3610_00007,,7.0,,Rue Hoche,,38185,Grenoble,38185_3610,ban,1000.0
1244648,7070250,4.0,38185_6860_00002,IMB/38185/C/01AL,CU,HD05,BHD8,638244.0967346389,5652089.319563733,IMB/38185/C/01AL,38185,4,fo,imm,38185_6860_00002,,2.0,,Rue du Vieux Temple,,38185,Grenoble,38185_6860,ban,15.5
1244650,7070252,7.0,38185_1310_00004,IMB/38185/C/007M,COAX,THD30,THD1G,636670.4012774569,5651820.35781637,IMB/38185/C/007M,38185,17,fo,imm,38185_1310_00004,,4.0,,Rue Casimir Brenier,,38185,Grenoble,38185_1310,ban,1000.0
1244651,7070255,7.0,38185_6290_00018,IMB/38185/C/01KT,COAX,THD30,THD1G,637869.158869184,5651612.047297513,IMB/38185/C/01KT,38185,6,fo,imm,38185_6290_00018,,18.0,,Place Sainte Claire,,38185,Grenoble,38185_6290,ban,1000.0
1247091,7082630,7.0,38185_0420_00037,IMB/38185/C/0409,COAX,THD30,THD1G,635177.28225847,5650681.589877744,IMB/38185/C/0409,38185,37,fo,imm,38185_0420_00037,,37.0,,Rue Ampère,,38185,Grenoble,38185_0420,ban,1000.0
1247101,7082647,7.0,38185_2060_00023,IMB/38185/C/030A,FO,THD100,THD1G,637649.8395497049,5649677.567603372,IMB/38185/C/030A,38185,14,fo,imm,38185_2060_00023,,23.0,,Rue des Déportés du 11 Novembre 1943,,38185,Grenoble,38185_2060,ban,1000.0
1247191,7082818,4.0,38185_4936_00030,IMB/38185/C/033F,SAT,HD3,BHD8,637527.8458302838,5652278.2310872525,IMB/38185/C/033F,38185,1,fo,imm,38185_4936_00030,musee dauphinois,30.0,,Rue Maurice Gignoux,,38185,Grenoble,38185_4936,ban,15.5
1247211,7083048,7.0,38185_6690_00029,IMB/38185/X/02RJ,FO,THD100,THD1G,636760.0223963547,5650473.983121837,IMB/38185/X/02RJ,38185,32,fo,imm,38185_6690_00029,,29.0,,Rue de Turenne,,38185,Grenoble,38185_6690,ban,1000.0
1247265,7083768,4.0,38185_0310_00020,IMB/38185/S/063M,CU,HD05,BHD8,638177.3268361372,5652941.371402381,IMB/38185/S/063M,38185,2,fo,pav,38185_0310_00020,,20.0,,Quai des Allobroges,,38185,Grenoble,38185_0310,ban,15.5
1247514,7084635,4.0,38185_3880_00068_bis,IMB/38185/S/05NK,CU,HD05,BHD8,638606.4925075418,5649284.874658821,IMB/38185/S/05NK,38185,1,fo,pav,38185_3880_00068_bis,,68.0,bis,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,15.5
1247521,7084665,7.0,38185_2390_00001,IMB/38185/S/06GG,COAX,THD30,THD1G,639285.9437914095,5650185.292698053,IMB/38185/S/06GG,38185,1,fo,pav,38185_2390_00001,,1.0,,Rue Edison,,38185,Grenoble,38185_2390,ban,1000.0
1247537,7084718,7.0,38185_6070_00008,IMB/38185/S/05CK,COAX,THD30,THD1G,635419.5030366641,5649253.473525638,IMB/38185/S/05CK,38185,1,fo,pav,38185_6070_00008,,8.0,,Rue Roger Ronserail,,38185,Grenoble,38185_6070,ban,1000.0
1247703,7085131,7.0,38185_3000_00039,IMB/38185/C/035X,COAX,THD30,THD1G,637364.172411739,5650746.485458101,IMB/38185/C/035X,38185,1,fo,imm,38185_3000_00039,,39.0,,Boulevard Gambetta,,38185,Grenoble,38185_3000,ban,1000.0
1247751,7085209,7.0,38185_0850_00006,IMB/38185/C/03D4,COAX,THD30,THD1G,635910.9438321169,5647890.189984824,IMB/38185/C/03D4,38185,40,fo,imm,38185_0850_00006,,6.0,,Avenue de Beauvert,,38185,Grenoble,38185_0850,ban,1000.0
1247760,7085225,7.0,38185_3990_00030,IMB/38185/C/02DU,COAX,THD30,THD1G,636341.4416308113,5651090.764654218,IMB/38185/C/02DU,38185,9,fo,imm,38185_3990_00030,,30.0,,Rue Joseph Rey,,38185,Grenoble,38185_3990,ban,1000.0
1247935,7085571,7.0,38185_3690_00017,IMB/38185/X/02Z5,FO,THD100,THD1G,636254.5588552114,5651808.451101432,IMB/38185/X/02Z5,38185,2,fo,imm,38185_3690_00017,,17.0,,Rue de l'Isère,,38185,Grenoble,38185_3690,ban,1000.0
1248005,7085863,7.0,38185_3290_00014,IMB/38185/S/05KJ,COAX,THD30,THD1G,639859.6578935034,5650146.090210551,IMB/38185/S/05KJ,38185,2,fo,pav,38185_3290_00014,,14.0,,Avenue du Grand Châtelet,,38185,Grenoble,38185_3290,ban,1000.0
1248220,7086477,7.0,38185_4810_00018,IMB/38185/C/00TJ,FO,THD100,THD1G,637737.7559537985,5650370.525989615,IMB/38185/C/00TJ,38185,27,fo,imm,38185_4810_00018,,18.0,,Boulevard Maréchal Joffre,,38185,Grenoble,38185_4810,ban,1000.0
1248425,7087013,7.0,38185_1895_00080,IMB/38185/C/01PX,FO,THD100,THD1G,638047.5157191257,5646835.435492809,IMB/38185/C/01PX,38185,56,fo,imm,38185_1895_00080,,80.0,,Avenue de Constantine,,38185,Grenoble,38185_1895,ban,1000.0
1248465,7087099,7.0,38185_1120_00013,IMB/38185/C/00C3,COAX,THD30,THD1G,637453.1464777449,5651365.535488928,IMB/38185/C/00C3,38185,6,fo,imm,38185_1120_00013,,13.0,,Rue de Bonne,,38185,Grenoble,38185_1120,ban,1000.0
1248469,7087107,7.0,38185_3220_00002,IMB/38185/C/0237,COAX,THD30,THD1G,637695.2269448811,5648657.563814807,IMB/38185/C/0237,38185,1,fo,pav,38185_3220_00002,,2.0,,Rue George Sand,,38185,Grenoble,38185_3220,ban,1000.0
1248542,7087402,7.0,38185_6070_00003_bis,IMB/38185/S/02BO,COAX,THD30,THD1G,635408.0969973538,5649185.717806065,IMB/38185/S/02BO,38185,1,fo,pav,38185_6070_00003_bis,,3.0,bis,Rue Roger Ronserail,,38185,Grenoble,38185_6070,ban,1000.0
1248546,7087410,7.0,38185_3517_00036,IMB/38185/C/02H7,FO,THD100,THD1G,637357.9918287675,5647405.481258976,IMB/38185/C/02H7,38185,10,fo,imm,38185_3517_00036,village olympique,36.0,,Rue Henry Duhamel,,38185,Grenoble,38185_3517,ban,1000.0
1248562,7087491,7.0,38185_4440_00009_bis,IMB/38185/X/03MS,COAX,THD30,THD1G,638861.1310597542,5652755.217553661,IMB/38185/X/03MS,38185,2,fo,pav,38185_4440_00009_bis,,9.0,bis,Rue Linné,,38185,Grenoble,38185_4440,ban,1000.0
1248579,7087604,7.0,38185_4380_00218,IMB/38185/C/073B,FO,THD100,THD1G,635576.9519881132,5646972.052050088,IMB/38185/C/073B,38185,31,fo,imm,38185_4380_00218,,218.0,,Cours de la Libération et du Général de Gaulle,,38185,Grenoble,38185_4380,ban,1000.0
1249377,7092898,7.0,38185_4010_00040,IMB/38185/C/03H6,COAX,THD30,THD1G,635516.697508528,5649968.775574932,IMB/38185/C/03H6,38185,21,fo,imm,38185_4010_00040,,40.0,,Boulevard Joseph Vallier,,38185,Grenoble,38185_4010,ban,1000.0
1249491,7094311,7.0,38185_3880_00119,IMB/38185/C/01U6,FO,THD100,THD1G,639018.615227201,5648359.8725716965,IMB/38185/C/01U6,38185,3,fo,imm,38185_3880_00119,,119.0,,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,1000.0
1249493,7094724,7.0,38185_0390_00015,IMB/38185/C/076Z,COAX,THD30,THD1G,636861.8268743908,5648454.783768104,IMB/38185/C/076Z,38185,48,fo,imm,38185_0390_00015,,15.0,,Rue Amable Matussière,,38185,Grenoble,38185_0390,ban,1000.0
1249561,7095079,6.0,38185_6700_00024,IMB/38185/X/034W,COAX,HD3,THD100,638502.3185031972,5648150.556234687,IMB/38185/X/034W,38185,1,fo,pav,38185_6700_00024,,24.0,,Rue Turgot,,38185,Grenoble,38185_6700,ban,550.0
1249760,7095374,7.0,38185_4290_00020,IMB/38185/C/025A,COAX,THD30,THD1G,636924.0567569257,5648122.251012219,IMB/38185/C/025A,38185,26,fo,imm,38185_4290_00020,le beau sejour,20.0,,Avenue Léon Blum,,38185,Grenoble,38185_4290,ban,1000.0
1249763,7095394,7.0,38185_3880_00044,IMB/38185/C/05M6,FO,THD100,THD1G,638452.4301848112,5649622.863732489,IMB/38185/C/05M6,38185,6,fo,imm,38185_3880_00044,,44.0,,Avenue Jean Perrot,,38185,Grenoble,38185_3880,ban,1000.0
