;dpt;techno_maj;débit_maj;pourcentage_bas_debit;imb_latitude;imb_longitude
1700;;SAT;BHD8;0;5650303.4952531;639575.9263088907
1701;;SAT;BHD8;0;5650346.24585939;639377.9418335786
1702;;SAT;BHD8;0;5650386.502144306;639661.7250694669
1703;;SAT;BHD8;0;5650322.015292472;639607.9099573938
1704;;SAT;BHD8;0;5650410.901488213;639231.9104562865
1705;;SAT;BHD8;0;5650393.11064653;639608.1483005246
1706;;SAT;BHD8;0;5650402.394672551;639296.7389010008
1707;;SAT;BHD8;0;5650758.299588468;639353.2298847325
1708;;SAT;BHD8;0;5650745.720078068;639413.6224280607
1709;;SAT;BHD8;0;5649829.6280703135;639518.587454505
1710;;SAT;BHD8;0;5649759.314890516;639336.9758031329
1711;;SAT;BHD8;0;5649811.643525229;639278.3069262825
1712;;SAT;BHD8;0;5651308.8409068175;637744.1204854627
1713;;SAT;BHD8;0;5651312.801466106;637751.376937111
1714;;SAT;BHD8;0;5651317.978611172;637762.9444711949
1715;;SAT;BHD8;0;5651315.389794452;637757.1677856006
1716;;SAT;BHD8;0;5651303.599896613;637733.9832781289
1717;;SAT;BHD8;0;5651349.922513555;637879.1284479204
1718;;SAT;BHD8;0;5650724.392977092;636839.0522092967
1719;;SAT;BHD8;0;5650750.461815564;636778.9782748503
1720;;SAT;BHD8;0;5650730.28215341;636785.2060531899
1721;;SAT;BHD8;0;5650756.367787234;636872.7699650661
1722;;SAT;BHD8;0;5650796.3476450285;636868.8252827992
1723;;SAT;BHD8;0;5650750.217787129;636916.452772746
1724;;SAT;BHD8;0;5650766.979764538;636857.6475244719
1725;;SAT;BHD8;0;5650802.73296784;636918.7112751221
1726;;SAT;BHD8;0;5650769.193343376;636839.3149583405
1727;;SAT;BHD8;0;5650828.788611547;636618.2734914783
1728;;SAT;BHD8;0;5650826.139513277;636673.0967065733
1729;;SAT;BHD8;0;5650810.136697187;636615.7043590078
1730;;SAT;BHD8;0;5650811.025610803;636720.4857359213
1731;;SAT;BHD8;0;5650752.36826944;636899.5363111404
1732;;SAT;BHD8;0;5650791.791350954;636711.3016102
1733;;SAT;BHD8;0;5650801.392161769;636818.0130694079
1734;;SAT;BHD8;0;5650798.617707465;636684.6605116277
1735;;SAT;BHD8;0;5650777.999565243;636964.421857962
1736;;SAT;BHD8;0;5650800.882229162;636632.3203565048
1737;;SAT;BHD8;0;5650799.241825002;636834.9296449237
1738;;SAT;BHD8;0;5650813.468962674;636604.5154211406
1739;;SAT;BHD8;0;5650836.688541766;636659.3758106909
1740;;SAT;BHD8;0;5646753.529923192;638657.4165225971
1741;;SAT;BHD8;0;5646813.554010415;638125.9056028427
1742;;SAT;BHD8;0;5646822.042534954;638028.5115286292
1743;;SAT;BHD8;0;5646895.294787252;638540.9257488144
1744;;SAT;BHD8;0;5646799.785963252;638344.9032821734
1745;;SAT;BHD8;0;5646863.591400201;638446.8209862136
1746;;SAT;BHD8;0;5646835.435492809;638047.5157191257
1747;;SAT;BHD8;0;5646810.631616936;638029.4363259635
1748;;SAT;BHD8;0;5646834.241933882;638238.7093533975
1749;;SAT;BHD8;0;5651485.38829789;638297.4465991292
1750;;SAT;BHD8;0;5648041.934159675;635622.730540922
1751;;SAT;BHD8;0;5648028.5786384875;635668.9185836681
1752;;SAT;THD1G;0;5649156.91555165;635996.6732198144
1753;;SAT;BHD8;0;5649230.533373582;636017.9410484333
1754;;SAT;BHD8;0;5649199.789388281;635933.3407502058
1755;;SAT;THD1G;0;5649204.418289129;635877.4893800779
1756;;SAT;BHD8;0;5649204.094556193;635915.7635548158
1757;;SAT;BHD8;0;5649213.576665782;636048.3995403956
1758;;SAT;BHD8;0;5651426.7616832135;636365.759676565
1759;;SAT;BHD8;0;5651411.572177342;636355.1968678205
1760;;SAT;BHD8;0;5651404.7071243925;636316.6239594355
1761;;SAT;BHD8;0;5651857.25492497;637100.068997683
1762;;SAT;BHD8;0;5651855.877040679;637033.3849253888
1763;;SAT;BHD8;0;5652011.414850206;637777.1963468224
1764;;SAT;BHD8;0;5650904.697564627;635412.1787125205
1765;;SAT;BHD8;0;5650877.097708646;635392.5709456676
1766;;SAT;BHD8;0;5650876.117198613;635382.6097497462
1767;;SAT;BHD8;0;5650906.465462468;635371.1526472023
1768;;SAT;BHD8;0;5650892.901900384;635488.2044204096
1769;;SAT;BHD8;0;5650898.129045365;635465.7480479103
1770;;SAT;BHD8;0;5650880.0491704;635357.2584270497
1771;;SAT;BHD8;0;5650878.075843104;635369.9409311188
1772;;SAT;BHD8;0;5650512.207705728;635643.4228579811
1773;;SAT;BHD8;0;5650508.7356146285;635624.8393267109
1774;;SAT;BHD8;0;5650503.092925841;635789.0133609225
1775;;SAT;BHD8;0;5650507.741196821;635614.8780347039
1776;;SAT;BHD8;0;5650503.127091273;635754.9923725936
1777;;SAT;BHD8;0;5650510.4235713575;635651.8425290575
1778;;SAT;BHD8;0;5650690.199378473;635439.8456895035
1779;;SAT;BHD8;0;5650689.472525773;635456.8251592561
1780;;SAT;BHD8;0;5650721.382829015;635475.2044891368
1781;;SAT;BHD8;0;5650685.099930823;635492.074104135
1782;;SAT;THD1G;0;5650691.494216134;635442.7405696622
1783;;SAT;BHD8;0;5650684.673713023;635501.972803653
1784;;SAT;BHD8;0;5650638.018047329;636353.2135978979
1785;;SAT;THD1G;0;5650637.100529417;636374.4268471415
1786;;SAT;BHD8;0;5650675.985828885;636231.5286171156
1787;;SAT;THD1G;0;5650669.751597017;636375.8305222103
1788;;SAT;BHD8;0;5650664.522253778;636398.2857737232
1789;;SAT;BHD8;0;5650642.569232307;636313.7166564987
1790;;SAT;BHD8;0;5650638.93600307;636331.986178961
1791;;SAT;BHD8;0;5650686.9374215035;636307.1119555929
1792;;SAT;BHD8;0;5650642.4934190875;636282.5277030366
1793;;SAT;BHD8;0;5651362.4161589015;638476.4217916174
1794;;SAT;THD1G;0;5651325.826619944;638532.954809921
1795;;SAT;BHD8;0;5651401.8524918575;638452.608450597
1796;;SAT;THD1G;0;5651431.039549245;638435.4333613665
1797;;SAT;BHD8;0;5651157.408475053;638579.5567647286
1798;;SAT;BHD8;0;5651350.453217457;636453.2055083535
1799;;SAT;BHD8;0;5651417.85989878;636473.1056890931
1800;;SAT;BHD8;0;5651506.077030757;636505.2372718285
1801;;SAT;BHD8;0;5651251.726305773;636368.1803889114
1802;;SAT;BHD8;0;5651572.828531237;636605.9053079495
1803;;SAT;BHD8;0;5651379.761985709;636433.2057514272
1804;;SAT;BHD8;0;5651253.728804212;635232.912760496
1805;;SAT;BHD8;0;5651127.818187633;635217.618332483
1806;;SAT;BHD8;0;5651212.217417445;635272.2417041576
1807;;SAT;BHD8;0;5651126.4769287575;635248.7462515907
1808;;SAT;BHD8;0;5651186.37200679;635240.4822364846
1809;;SAT;BHD8;0;5651139.314458104;635247.865977245
1810;;SAT;BHD8;0;5651163.267178807;635253.1521614235
1811;;SAT;BHD8;0;5651175.852950926;635257.9364285889
1812;;SAT;BHD8;0;5647142.747762217;636595.8108198955
1813;;SAT;BHD8;0;5647150.2018265985;636555.0400216929
1814;;SAT;BHD8;0;5647178.527892844;636590.2627143328
1815;;SAT;BHD8;0;5647065.597188914;636506.0772366083
1816;;SAT;BHD8;0;5647183.893584858;636597.5776932361
1817;;SAT;BHD8;0;5647080.200736801;636464.2053053281
1818;;SAT;BHD8;0;5647157.565023618;636614.862298869
1819;;SAT;BHD8;0;5647116.495293404;636512.5163471991
1820;;SAT;BHD8;0;5647109.772480981;636503.7230878795
1821;;SAT;BHD8;0;5647170.32174772;636582.821888304
1822;;SAT;BHD8;0;5647047.135253991;636472.7106046657
1823;;SAT;BHD8;0;5647086.874652895;636474.4144621008
1824;;SAT;BHD8;0;5649459.234547369;637569.5881421176
1825;;SAT;BHD8;0;5649613.25711257;637624.3965751353
1826;;SAT;BHD8;0;5649825.543677257;637647.7048228143
1827;;SAT;BHD8;0;5649677.567603372;637649.8395497049
1828;;SAT;BHD8;0;5649704.230005608;637658.0752163603
1829;;SAT;BHD8;0;5649728.96403557;637612.3721436256
1830;;SAT;BHD8;0;5649851.341149977;637643.1480321618
1831;;SAT;BHD8;0;5650176.607100828;636961.2666646796
1832;;SAT;BHD8;0;5650247.701359178;636961.4836691194
1833;;SAT;BHD8;0;5650234.0622309735;636948.1381484689
1834;;SAT;BHD8;0;5650187.082255852;636916.3597755693
1835;;SAT;BHD8;0;5648002.64895108;637684.048905973
1836;;SAT;BHD8;0;5647988.371730655;637587.0908144005
1837;;SAT;BHD8;0;5650413.728171458;638217.2417480429
1838;;SAT;BHD8;0;5650420.459904785;638193.4500878522
1839;;SAT;BHD8;0;5650438.328097233;638109.1742382721
1840;;SAT;BHD8;0;5651457.861147718;635082.8936964537
1841;;SAT;BHD8;0;5651629.740642219;635054.7948694935
1842;;SAT;BHD8;0;5651481.83245435;635120.7735527753
1843;;SAT;BHD8;0;5651383.300829032;635163.3328229698
1844;;SAT;BHD8;0;5651684.834365947;635030.2239643356
1845;;SAT;BHD8;0;5651650.032261867;635045.7437533268
1846;;SAT;BHD8;0;5651473.149324528;635157.2543134729
1847;;SAT;BHD8;0;5651409.450248809;635150.2841174974
1848;;SAT;BHD8;0;5651562.028743285;635041.9865278897
1849;;SAT;BHD8;0;5651335.473507557;635183.9662678593
1850;;SAT;BHD8;0;5651357.199706817;635174.9789675646
1851;;SAT;BHD8;0;5651697.860952472;635025.1088229046
1852;;SAT;BHD8;0;5651805.721398816;637633.6859463827
1853;;SAT;THD1G;0;5651816.907682616;637671.0206561349
1854;;SAT;BHD8;0;5651793.946396372;637675.7046550129
1855;;SAT;THD1G;0;5651826.945513368;637636.0056460679
1856;;SAT;BHD8;0;5651800.790671029;637649.0617654015
1857;;SAT;BHD8;0;5651798.624272788;637665.9795655521
1858;;SAT;BHD8;0;5651506.263496392;637290.5264424976
1859;;SAT;BHD8;0;5651523.31018341;637323.862749713
1860;;SAT;BHD8;0;5651515.456666652;637275.3259815272
1861;;SAT;BHD8;0;5651518.555817287;637334.989236091
1862;;SAT;BHD8;0;5649430.637507976;637901.3840671022
1863;;SAT;BHD8;0;5649206.764343504;637850.644200451
1864;;SAT;BHD8;0;5649080.55641589;637777.1964130001
1865;;SAT;BHD8;0;5649098.883300853;637780.8199078565
1866;;SAT;BHD8;0;5649163.133767631;637840.2636975258
1867;;SAT;BHD8;0;5649182.057896654;637797.1571451538
1868;;SAT;BHD8;0;5649436.728143209;637859.1243185826
1869;;SAT;BHD8;0;5649189.7944458835;637848.4994594568
1870;;SAT;BHD8;0;5649117.956157321;637832.6517262371
1871;;SAT;BHD8;0;5649143.196175445;637840.8242782617
1872;;SAT;BHD8;0;5649296.726277525;637874.3629544707
1873;;SAT;BHD8;0;5649343.311113913;637882.0379565861
1874;;SAT;BHD8;0;5649186.193303786;637800.1639902623
1875;;SAT;BHD8;0;5649065.0706057735;637773.6991998168
1876;;SAT;BHD8;0;5649396.190534303;637843.2206403221
1877;;SAT;BHD8;0;5650053.000012692;635739.9807666836
1878;;SAT;BHD8;0;5650053.08249525;635540.1580298672
1879;;SAT;BHD8;0;5650077.8061906425;635626.2464629036
1880;;SAT;THD1G;0;5650061.478505097;635213.1318229918
1881;;SAT;BHD8;0;5650057.84978155;635561.6210929643
1882;;SAT;THD1G;0;5649980.885126947;635433.6000970493
1883;;SAT;BHD8;0;5650038.4152700165;635352.452340876
1884;;SAT;BHD8;0;5650153.207828067;635724.4223150614
1885;;SAT;THD1G;0;5649995.141215787;635432.797133265
1886;;SAT;BHD8;0;5650083.645645022;635688.8574197221
1887;;SAT;BHD8;0;5650037.595239093;635437.4538152836
1888;;SAT;BHD8;0;5650037.562713341;635372.2624652394
1889;;SAT;BHD8;0;5650065.8237817185;635607.3017549267
1890;;SAT;BHD8;0;5650049.61036467;635521.5755066477
1891;;SAT;BHD8;0;5650113.279703659;635726.9696142988
1892;;SAT;BHD8;0;5650068.088657098;635702.6337136462
1893;;SAT;BHD8;0;5650036.852549185;635421.829274266
1894;;SAT;THD1G;0;5650060.437923833;635237.1757154315
1895;;SAT;BHD8;0;5650052.432710001;635720.1078336064
1896;;SAT;BHD8;0;5650404.169711207;634948.584433382
1897;;SAT;THD1G;0;5650354.779843789;634906.7928633009
1898;;SAT;THD1G;0;5650258.126247047;634972.1029322662
1899;;SAT;THD1G;0;5650251.855529748;634919.4036181972
1900;;SAT;THD1G;0;5650307.92334134;634971.3923544671
1901;;SAT;BHD8;0;5650139.664027528;634916.0274631747
1902;;SAT;BHD8;0;5650153.230819569;634997.3801673348
1903;;SAT;BHD8;0;5650383.042071325;634910.8350364254
1904;;SAT;THD1G;0;5650301.9528302075;634911.612274381
1905;;SAT;THD1G;0;5650349.021262136;634974.5682847546
1906;;SAT;THD1G;0;5650279.172386957;634978.6784489951
1907;;SAT;BHD8;0;5652561.9673057925;638594.7716950527
1908;;SAT;BHD8;0;5652614.788098978;638667.0981872489
1909;;SAT;BHD8;0;5652602.142335663;638553.9727508923
1910;;SAT;BHD8;0;5652650.721774011;638548.9840540296
1911;;SAT;THD1G;0;5650207.726791453;635317.1715797719
1912;;SAT;BHD8;0;5650183.7621179465;635972.3362198947
1913;;SAT;THD1G;0;5650208.6904453365;635294.5427885662
1914;;SAT;BHD8;0;5650177.141279035;636059.9200022353
1915;;SAT;THD1G;0;5650170.167732057;635363.7494160993
1916;;SAT;BHD8;0;5650148.376228103;636034.5992722965
1917;;SAT;BHD8;0;5650192.849987085;635761.5586785136
1918;;SAT;BHD8;0;5650156.423290451;635847.8667227611
1919;;SAT;BHD8;0;5650181.653711382;635823.4312655253
1920;;SAT;BHD8;0;5650227.343069508;635884.911980784
1921;;SAT;BHD8;0;5650202.324732335;635706.6893247939
1922;;SAT;THD1G;0;5650169.345165586;635316.9515392021
1923;;SAT;BHD8;0;5650209.874464982;635399.468251232
1924;;SAT;THD1G;0;5650235.340947367;635369.3811107205
1925;;SAT;THD1G;0;5650165.462372725;635340.8843793848
1926;;SAT;BHD8;0;5650188.836075714;636118.5208911904
1927;;SAT;BHD8;0;5650184.970517155;635812.2423390786
1928;;SAT;BHD8;0;5650180.164432196;635923.9965570028
1929;;SAT;BHD8;0;5650156.0448508365;635823.7598137136
1930;;SAT;BHD8;0;5650165.036676744;635449.9803162493
1931;;SAT;THD1G;0;5650211.201908791;635368.3431040877
1932;;SAT;BHD8;0;5650193.7767194975;635872.1337411428
1933;;SAT;BHD8;0;5650147.333382103;636058.6433046089
1934;;SAT;BHD8;0;5651228.609701606;637560.6634166603
1935;;SAT;THD1G;0;5651187.470570634;637503.9755058419
1936;;SAT;BHD8;0;5651214.343382138;637528.8559421612
1937;;SAT;BHD8;0;5651116.907244173;637578.5306762992
1938;;SAT;BHD8;0;5651792.447147544;636921.5198743724
1939;;SAT;BHD8;0;5651816.375987628;636894.2011714679
1940;;SAT;BHD8;0;5651647.375120527;637020.1748944109
1941;;SAT;BHD8;0;5651593.988001384;637005.1346839617
1942;;SAT;BHD8;0;5651638.726185363;636990.0492483454
1943;;SAT;BHD8;0;5651473.348312339;637097.7471880743
1944;;SAT;BHD8;0;5651489.319608279;637057.3345124851
1945;;SAT;BHD8;0;5651396.560614658;637124.8208955905
1946;;SAT;BHD8;0;5651572.069624899;637018.3662739057
1947;;SAT;BHD8;0;5651715.890512086;636969.0004527387
1948;;SAT;BHD8;0;5651744.111534392;636920.8658718796
1949;;SAT;BHD8;0;5651453.157022201;637071.3667544288
1950;;SAT;BHD8;0;5651425.456719434;637087.1932789588
1951;;SAT;BHD8;0;5651611.150437037;637005.9657596181
1952;;SAT;BHD8;0;5651452.865214063;637111.0418992911
1953;;SAT;BHD8;0;5651385.396465087;637092.5529191032
1954;;SAT;BHD8;0;5651758.4446340725;636951.2438903103
1955;;SAT;BHD8;0;5651739.508519166;636961.7699677579
1956;;SAT;BHD8;0;5648806.297094547;635370.6222179998
1957;;SAT;BHD8;0;5648835.9122106675;635376.1295085666
1958;;SAT;BHD8;0;5648823.804765457;635459.2162117136
1959;;SAT;BHD8;0;5648778.466559073;635356.6685656408
1960;;SAT;BHD8;0;5648889.899929635;635377.0253304197
1961;;SAT;BHD8;0;5648954.449336028;635396.7862374508
1962;;SAT;BHD8;0;5648909.016635007;635461.449791975
1963;;SAT;BHD8;0;5649181.417365783;635772.1123139084
1964;;SAT;BHD8;0;5649223.537439959;635718.6361129619
1965;;SAT;BHD8;0;5649091.3100864375;635718.6476469674
1966;;SAT;BHD8;0;5649211.600599348;635797.4922278906
1967;;SAT;BHD8;0;5649078.20901952;635692.5768358529
1968;;SAT;BHD8;0;5649246.5835483335;635777.7322314563
1969;;SAT;BHD8;0;5649201.718829407;635763.0516834488
1970;;SAT;BHD8;0;5649222.902525104;635799.3964112984
1971;;SAT;BHD8;0;5651182.371536602;638397.7841658965
1972;;SAT;BHD8;0;5651173.171878125;638380.3759237638
1973;;SAT;BHD8;0;5651186.629157435;638365.3669043786
1974;;SAT;BHD8;0;5651587.93424349;638195.55927348
1975;;SAT;BHD8;0;5651497.771341368;638241.2817273855
1976;;SAT;BHD8;0;5651472.852979427;638291.241175408
1977;;SAT;BHD8;0;5651296.786808909;638350.2643251908
1978;;SAT;THD1G;0;5651360.60894418;638354.4394255474
1979;;SAT;THD1G;0;5651241.007694692;638422.9842937322
1980;;SAT;BHD8;0;5651196.073376004;638409.7172481954
1981;;SAT;BHD8;0;5651385.5959720975;638335.6723896639
1982;;SAT;BHD8;0;5651376.831059217;638340.9580173824
1983;;SAT;BHD8;0;5650566.891799383;637012.0362414054
1984;;SAT;BHD8;0;5650623.984356107;637007.4041650365
1985;;SAT;BHD8;0;5650549.417381204;636988.6167926036
1986;;SAT;BHD8;0;5650603.794725662;636981.0264786524
1987;;SAT;BHD8;0;5650636.859249056;636972.5333319299
1988;;SAT;BHD8;0;5651767.109685629;636421.4612959886
1989;;SAT;BHD8;0;5650939.038514834;635341.3626568386
1990;;SAT;THD1G;0;5650610.0514146425;635253.5903683797
1991;;SAT;BHD8;0;5650837.196543397;635328.5066163512
1992;;SAT;BHD8;0;5650622.904723444;635285.3150733818
1993;;SAT;THD1G;0;5650420.555064958;635295.0907634563
1994;;SAT;BHD8;0;5650895.016559059;635306.8836244467
1995;;SAT;BHD8;0;5650914.722877695;635344.573406367
1996;;SAT;BHD8;0;5650910.632465012;635307.5450475307
1997;;SAT;THD1G;0;5650751.886800804;635295.0845008207
1998;;SAT;THD1G;0;5650397.958799691;635276.0808593687
1999;;SAT;BHD8;0;5650676.9197212625;635318.8156412443
2000;;SAT;BHD8;0;5651042.635075843;635313.1917979553
2001;;SAT;BHD8;0;5650831.874145812;635287.1676068229
2002;;SAT;THD1G;0;5650647.298914458;635313.293228096
2003;;SAT;BHD8;0;5650611.551675409;635284.8419415057
2004;;SAT;BHD8;0;5650960.212411305;635345.0931978654
2005;;SAT;THD1G;0;5650514.230235048;635299.1010079465
2006;;SAT;BHD8;0;5651153.1331142;635356.1844528229
2007;;SAT;BHD8;0;5651054.508211203;635334.9567538036
2008;;SAT;BHD8;0;5650699.4969262015;635290.0177288192
2009;;SAT;BHD8;0;5651116.3108437015;635385.7873075636
2010;;SAT;BHD8;0;5650818.739619859;635327.7054923187
2011;;SAT;THD1G;0;5650683.9448323725;635287.9261317455
2012;;SAT;BHD8;0;5650847.096543212;635362.9393812468
2013;;SAT;BHD8;0;5651259.2413321175;635369.2295583637
2014;;SAT;BHD8;0;5651260.110166227;635382.0239661275
2015;;SAT;BHD8;0;5650475.721860883;635301.6989171897
2016;;SAT;BHD8;0;5650747.529038819;635330.3342611967
2017;;SAT;THD1G;0;5650774.6694636885;635294.6435541743
2018;;SAT;BHD8;0;5651049.2041275175;635358.8292296844
2019;;SAT;THD1G;0;5650717.939879812;635290.8041118876
2020;;SAT;THD1G;0;5650668.441019046;635284.4321686678
2021;;SAT;BHD8;0;5651012.8083843775;635378.5326517244
2022;;SAT;THD1G;0;5650549.028335579;635283.5842171642
2023;;SAT;BHD8;0;5651234.8618355;635373.8564909423
2024;;SAT;BHD8;0;5651001.187282864;635351.1033165151
2025;;SAT;THD1G;0;5650631.746430179;635311.2157676832
2026;;SAT;THD1G;0;5650656.141050262;635339.1798567234
2027;;SAT;BHD8;0;5651211.160390303;635362.9195441571
2028;;SAT;BHD8;0;5650590.316119373;635282.5135678083
2029;;SAT;BHD8;0;5648947.097488241;636589.6252721396
2030;;SAT;BHD8;0;5648961.8166122325;636544.9125178889
2031;;SAT;BHD8;0;5648911.361239263;636561.174297831
2032;;SAT;BHD8;0;5648927.2114521125;636556.1884100368
2033;;SAT;BHD8;0;5648964.368292899;636584.7023563646
2034;;SAT;BHD8;0;5649000.267851054;636576.3210200528
2035;;SAT;BHD8;0;5649011.807731315;636572.562556957
2036;;SAT;BHD8;0;5649026.125518448;636570.345742128
2037;;SAT;BHD8;0;5648513.801025538;639042.2606817967
2038;;SAT;BHD8;0;5648537.807919035;639046.1399101792
2039;;SAT;BHD8;0;5648553.4193955185;639046.8077754624
2040;;SAT;BHD8;0;5649874.266150583;639897.4914655974
2041;;SAT;BHD8;0;5649915.360271674;639900.69019326
2042;;SAT;BHD8;0;5649844.939820548;639624.1281816697
2043;;SAT;BHD8;0;5649916.654184357;639870.9831595
2044;;SAT;BHD8;0;5649887.950472763;639681.2516500332
2045;;SAT;BHD8;0;5649921.601975821;639855.6123604646
2046;;SAT;BHD8;0;5649604.138207218;635861.0596335976
2047;;SAT;BHD8;0;5649686.404328733;635866.0039033024
2048;;SAT;BHD8;0;5649585.998600901;635853.1922953803
2049;;SAT;THD1G;0;5649686.5144069325;639343.7565892508
2050;;SAT;THD1G;0;5649694.5904360665;639288.8308562565
2051;;SAT;THD1G;0;5649602.270054454;639318.8585060203
2052;;SAT;THD1G;0;5649647.149683798;639431.333927503
2053;;SAT;THD1G;0;5649667.394263308;639488.8998908413
2054;;SAT;THD1G;0;5649609.805923354;639341.8509820946
2055;;SAT;THD1G;0;5649706.200676261;639381.4502217981
2056;;SAT;BHD8;0;5649905.93116393;636907.1237284945
2057;;SAT;BHD8;0;5649860.657894952;636967.5382552132
2058;;SAT;BHD8;0;5649833.191198883;636945.0961288951
2059;;SAT;BHD8;0;5649882.226457014;636919.8802488297
2060;;SAT;BHD8;0;5649868.733395549;636912.6097521477
2061;;SAT;BHD8;0;5649878.28876277;636888.9299075003
2062;;SAT;BHD8;0;5649886.35352701;636998.3998126447
2063;;SAT;BHD8;0;5652905.746480633;638408.2908815952
2064;;SAT;BHD8;0;5652909.321496644;638391.4339094801
2065;;SAT;BHD8;0;5652933.170164892;638432.1481021115
2066;;SAT;BHD8;0;5652902.107956036;638426.5642292036
2067;;SAT;BHD8;0;5647870.132705925;637526.7332490953
2068;;SAT;BHD8;0;5647868.23441451;637537.9958419228
2069;;SAT;BHD8;0;5647694.356345442;637482.3450073188
2070;;SAT;BHD8;0;5647866.733906007;637474.1730305529
2071;;SAT;BHD8;0;5647926.7793248575;637532.0155869066
2072;;SAT;BHD8;0;5647786.961163677;637477.8207109853
2073;;SAT;BHD8;0;5647832.546422447;637475.5338247188
2074;;SAT;BHD8;0;5647515.259986472;637481.7222555698
2075;;SAT;BHD8;0;5647543.638561168;637482.9403048537
2076;;SAT;BHD8;0;5649225.954984957;635629.471520004
2077;;SAT;BHD8;0;5649200.950545851;635483.8553249909
2078;;SAT;BHD8;0;5649328.443809269;635527.5792850015
2079;;SAT;BHD8;0;5649290.807563129;635510.3679037098
2080;;SAT;BHD8;0;5649297.454394663;635487.9783900725
2081;;SAT;BHD8;0;5649347.97245648;635470.3080820235
2082;;SAT;BHD8;0;5649312.0567470025;635446.0941754307
2083;;SAT;BHD8;0;5649308.4888445;635462.9454658654
2084;;SAT;BHD8;0;5649337.000914917;635493.9252713636
2085;;SAT;BHD8;0;5649316.856290954;635433.5531337615
2086;;SAT;BHD8;0;5649137.931824422;635461.3238922536
2087;;SAT;BHD8;0;5648926.043343113;635132.0101387543
2088;;SAT;BHD8;0;5649033.250800072;635283.9608868508
2089;;SAT;BHD8;0;5649409.6036814535;635557.9640558653
2090;;SAT;BHD8;0;5649414.211102331;635616.2740506429
2091;;SAT;BHD8;0;5649631.062311977;635665.2285163
2092;;SAT;BHD8;0;5649199.924896025;635540.4965006169
2093;;SAT;BHD8;0;5649139.810403036;635516.6744009361
2094;;SAT;BHD8;0;5649505.2232945375;635615.9140778513
2095;;SAT;BHD8;0;5649374.8878873335;635604.6622242546
2096;;SAT;BHD8;0;5649609.639286856;635634.5464371318
2097;;SAT;BHD8;0;5649808.2875925;635776.273306325
2098;;SAT;BHD8;0;5649275.3530594325;635472.8724971054
2099;;SAT;BHD8;0;5649217.795090326;635488.8271560306
2100;;SAT;BHD8;0;5649155.012534595;635559.8325404114
2101;;SAT;BHD8;0;5649016.451021372;635357.899393936
2102;;SAT;BHD8;0;5649272.57336829;635570.5330799883
2103;;SAT;BHD8;0;5649386.964208838;635555.587213036
2104;;SAT;BHD8;0;5649076.932362747;635491.3117839543
2105;;SAT;BHD8;0;5649746.069894254;635735.3451896183
2106;;SAT;BHD8;0;5649050.75005821;635324.4741419471
2107;;SAT;BHD8;0;5649175.676933916;635542.2902566881
2108;;SAT;BHD8;0;5649437.68783946;635566.2559286808
2109;;SAT;BHD8;0;5649277.434053221;635655.764164846
2110;;SAT;BHD8;0;5649028.670594143;635379.0190982927
2111;;SAT;BHD8;0;5649331.6313001225;635585.8117812556
2112;;SAT;BHD8;0;5649128.30103429;635553.0200196207
2113;;SAT;BHD8;0;5649004.354019808;635337.3511143641
2114;;SAT;BHD8;0;5649519.290125654;635619.3448869328
2115;;SAT;THD1G;0;5649357.1433691075;635521.7120919421
2116;;SAT;BHD8;0;5649007.706021815;635235.7995707161
2117;;SAT;BHD8;0;5649055.7475096965;635295.0099119722
2118;;SAT;BHD8;0;5649743.699953135;635823.0986247553
2119;;SAT;BHD8;0;5649017.5110360375;635236.1346449107
2120;;SAT;BHD8;0;5649065.536679378;635237.9176617765
2121;;SAT;BHD8;0;5647136.892357939;636468.0502213418
2122;;SAT;BHD8;0;5647129.1253397;636483.3068903785
2123;;SAT;BHD8;0;5648703.353766686;635779.9781969343
2124;;SAT;BHD8;0;5648651.5732144015;635859.9464460469
2125;;SAT;BHD8;0;5648707.567217763;635814.1660399669
2126;;SAT;BHD8;0;5648714.194965652;635858.3760280465
2127;;SAT;BHD8;0;5648716.308417917;635875.4773096411
2128;;SAT;BHD8;0;5648708.093486514;636023.7628275929
2129;;SAT;BHD8;0;5648594.479093245;635832.0016511533
2130;;SAT;BHD8;0;5648708.5612073885;635824.1253214161
2131;;SAT;BHD8;0;5649349.378181337;638692.894677849
2132;;SAT;BHD8;0;5651168.710851393;636083.9723345672
2133;;SAT;BHD8;0;5651150.442077173;636078.9353914618
2134;;SAT;BHD8;0;5651134.965442727;636108.0471553374
2135;;SAT;BHD8;0;5651184.137918432;636088.8835443668
2136;;SAT;BHD8;0;5651131.920996779;636079.5629562943
2137;;SAT;BHD8;0;5650157.94168791;639228.0722004812
2138;;SAT;BHD8;0;5650149.29774585;639132.7431295924
2139;;SAT;BHD8;0;5650175.968648397;639271.36848166
2140;;SAT;BHD8;0;5650204.353300298;639240.0034455718
2141;;SAT;BHD8;0;5650139.611350116;639191.8421245452
2142;;SAT;BHD8;0;5650210.337969249;639200.5733093198
2143;;SAT;BHD8;0;5650196.513925246;639224.0614148093
2144;;SAT;BHD8;0;5650172.264227558;639258.4485038165
2145;;SAT;BHD8;0;5650185.292698053;639285.9437914095
2146;;SAT;BHD8;0;5650133.128551942;639177.3937239047
2147;;SAT;BHD8;0;5650178.117419883;639156.6580188188
2148;;SAT;BHD8;0;5650115.117505923;639166.701384758
